Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
TAIWAN AD.BIO-PHARM.,TW:TDV,2012/11/27,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Taiwan Advert Bio-Pharmaceutical,1,87883R,T4186,TW0004186002,Taiwan OTC
TAIWAN ALLIED CTNR.TERM.,TW:TCT,1996/1/4,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Taiwan Allied Container Terminal,1,887846,T5601,TW0005601009,Taiwan OTC
TAIWAN ALPHA ELT.,TW:TIP,2002/11/13,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Alpha Electronic,1,26499H,T6204,TW0006204001,Taiwan OTC
TAIWAN ARIES,TW:TAR,2002/4/22,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan Aries,1,15427N,T6171,TW0006171002,Taiwan OTC
TAIWAN CALSONIC,TW:TWC,1999/11/22,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Taiwan Calsonic,1,691957,T4523,TW0004523006,Taiwan OTC
TAIWAN CHELIC,TW:TWH,2014/9/18,2014,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Taiwan Chelic,1,9109N2,T4555,TW0004555008,Taiwan
TAIWAN CHINSAN ELT.INDL.,TW:THE,2004/3/22,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Chinsan Electronic Industrial,1,28693Q,T8042,TW0008042003,Taiwan OTC
TAIWAN COGENERATION,TW:TWP,2000/5/8,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electricity,Taiwan Cogeneration,1,280466,T8926,TW0008926007,Taiwan
TAIWAN FAMILYMART,TW:FMC,2002/2/25,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food and Drug Retailers,Taiwan Familymart,1,15224H,T5903,TW0005903009,Taiwan OTC
TAIWAN FERTILIZER,TW:TIF,1998/3/24,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Fertilizer,1,675291,T1722,TW0001722007,Taiwan
TAIWAN FIRE & MARINE IN.,TW:TFM,1997/9/30,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Nonlife Insurance,Taiwan Fire and Marine Insurance,1,896228,T2832,TW0002832003,Taiwan
TAIWAN FRUCTOSE,TW:TFC,2000/1/21,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Taiwan Fructose,1,280203,T4207,TW0004207006,Taiwan OTC
TAIWAN FU HSING INDL.,TW:TFH,1995/3/17,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Taiwan Fu Hsing Industrial,1,141030,T9924,TW0009924001,Taiwan
TAIWAN HON CHUAN ENTER.,TW:THO,2001/3/2,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Industrials,Taiwan Hon Chuan Enterprise,1,256947,T9939,TW0009939009,Taiwan
TAIWAN HOPAX CHEMS.MNFG.,TW:TOC,2004/4/12,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Hopax Chemicals Manufacturing,1,28822V,T6509,TW0006509003,Taiwan OTC
TAIWAN IC PACKAGING,TW:TIK,2005/12/16,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan IC Packaging,1,30866T,T3372,TW0003372009,Taiwan OTC
TAIWAN KONG KING,TW:TKK,2005/6/17,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan Kong King,1,31117C,T3093,TW0003093001,Taiwan OTC
TAIWAN LAND DEVELOPMENT,TW:TDT,1999/1/8,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Taiwan Land Development,1,675685,T2841,TW0002841004,Taiwan
TAIWAN LINE TEK ELT.,TW:TLE,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Line Tek Electronic,1,887813,T2462,TW0002462009,Taiwan
TAIWAN LIPOSOME,TW:LPP,2011/10/24,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Taiwan Liposome,1,77847P,T4152,TW0004152004,Taiwan OTC
TAIWAN MASK,TW:TMS,1995/4/26,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan Mask,1,141094,T2338,TW0002338001,Taiwan
TAIWAN NAVIGATION,TW:TNA,1998/6/24,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Taiwan Navigation,1,675535,T2617,TW0002617008,Taiwan
TAIWAN OPTICAL PLATFORM,TW:TOL,2014/7/25,2014,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Media,Taiwan Optical Platform,1,8946PZ,T6464,TW0006464001,Taiwan
TAIWAN OSTOR,TW:TOS,2004/5/10,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Ostor,1,28922V,T8080,TW0008080003,Taiwan OTC
TAIWAN PAIHO,TW:TPA,2001/1/12,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Taiwan Paiho,1,13261X,T9938,TW0009938001,Taiwan
TAIWAN PCB TECHVEST,TW:PCT,2009/12/25,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan PCB Techvest,1,30743P,T8213,TW0008213000,Taiwan
TAIWAN PELICAN EXPRESS,TW:PXP,2012/12/26,2012,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Taiwan Pelican Express,1,87965U,T2642,TW0002642006,Taiwan
TAIWAN PROSPERITY CHM.,TW:TNP,2007/10/2,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Prosperity Chemical,1,41227U,T4725,TW0004725007,Taiwan
TAIWAN PULP & PAPR.,TW:TPP,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Forestry and Paper,Taiwan Pulp and Paper,1,756128,T1902,TW0001902005,Taiwan
TAIWAN SAKURA,TW:TSC,1992/7/16,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Taiwan Sakura,1,315811,T9911,TW0009911008,Taiwan
TAIWAN SANYO ELECTRIC,TW:SET,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Taiwan Sanyo Electric,1,887814,T1614,TW0001614006,Taiwan
TAIWAN SECOM,TW:TAS,1993/12/8,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Taiwan Secom,1,356847,T9917,TW0009917005,Taiwan
TAIWAN SHIN KONG SCTY.,TW:TSS,1995/12/11,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Taiwan Shin Kong Security,1,865382,T9925,TW0009925008,Taiwan
TAIWAN SURFACE MUG.TECH.,TW:TMN,2004/3/12,2004,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Surface Mounting Technology,1,28603H,T6278,TW0006278005,Taiwan
TAIWAN TAFFETA FABRIC,TW:TTR,1993/5/12,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Taiwan Taffeta Fabric,1,317190,T1454,TW0001454007,Taiwan
TAIWAN TAKISAWA TECH.,TW:TSW,2003/9/23,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Taiwan Takisawa Technology,1,27624J,T6609,TW0006609001,Taiwan OTC
TAIWAN TAXI,TW:TTO,2011/7/25,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,Taiwan Taxi,1,774630,T2640,TW0002640000,Taiwan OTC
TAIWAN TEA,TW:TAF,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Beverages,Taiwan Tea,1,756124,T2913,TW0002913001,Taiwan
TAIWAN TELEVISION ENTER.,TW:TWE,2007/9/6,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Taiwan Television Enterprise,1,51442L,T8329,TW0008329004,Taiwan OTC
TAIWAN UNION TECHNOLOGY,TW:TUT,2003/12/18,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Union Technology,1,28232P,T6274,TW0006274004,Taiwan OTC
TAIWAN WAX,TW:TWX,2004/5/14,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Wax,1,28911J,T1742,TW0001742005,Taiwan OTC
ZIMMITE TAIWAN,TW:ZMM,2011/12/16,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Zimmite Taiwan,1,86547U,T8435,TW0008435009,Taiwan OTC
PAL WONN (TAIWAN),TW:QUE,1999/4/6,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,PAL Wonn (Taiwan),1,691360,T2429,TW0002429008,Taiwan
TAIWAN BENEFIT,TW:TBE,2004/9/13,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Taiwan Benefit,1,30743D,T3379,TW0003379004,Taiwan OTC
TAIWAN CHI CHENG ENTER.,TW:IES,2005/5/26,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Taiwan Chi Cheng Enterprise,1,30943K,T3095,TW0003095006,Taiwan OTC
TAIWAN OASIS TECHNOLOGY,TW:TAO,2004/12/2,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Oasis Technology,1,29769M,T3066,TW0003066007,Taiwan OTC
TAIWAN TAOMEE,TW:TTL,2013/9/11,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Taiwan Taomee,1,86918G,T6428,TW0006428006,Taiwan OTC
TAIWAN THICK-FILM IND.,TW:TTF,2003/6/18,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiwan Thick-Film Industry,1,27152H,T6246,TW0006246002,Taiwan OTC
UNION BANK OF TAIWAN,TW:UBT,1996/1/4,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Banks,Union Bank of Taiwan,1,887854,T2838,TW0002838000,Taiwan
TW.STYRENE MONOMER,TW:STY,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Taiwan Styrene Monomer,1,777141,T1310,TW0001310001,Taiwan
CHAROEN PKPH.ENTER.(TW.),TW:CPO,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,Charoen Pokphand Enterprise (Taiwan),1,772076,T1215,TW0001215002,Taiwan
HON HAI PRECN.IND.,TW:HON,1991/6/18,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Hon Hai Precision Industry,1,314129,T2317,TW0002317005,Taiwan
FORMOSA PETROCHEMICAL,TW:FPC,2003/12/26,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Oil and Gas Producers,Formosa Petrochemical,1,28258H,T6505,TW0006505001,Taiwan
CHUNGHWA TELECOM,TW:CHG,2000/10/30,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Fixed Line Telecommunications,Chunghwa Telecom,1,269528,T2412,TW0002412004,Taiwan
LARGAN PRECISION,TW:LPC,2002/3/11,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Largan Precision,1,15284R,T3008,TW0003008009,Taiwan
CATHAY FINL.HLDG.,TW:CFC,1988/7/13,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Life Insurance,Cathay Financial Holding,1,772053,T2882,TW0002882008,Taiwan
FORMOSA PLASTICS,TW:FPL,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Formosa Plastics,1,756116,T1301,TW0001301000,Taiwan
NAN YA PLASTICS,TW:NYP,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Nan Ya Plastics,1,756122,T1303,TW0001303006,Taiwan
FORMOSA CHEMS.& FIBRE,TW:FOR,1987/9/8,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Formosa Chemicals and Fibre,1,756115,T1326,TW0001326007,Taiwan
FUBON FINL.HLDG.,TW:FUB,1993/10/28,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Life Insurance,Fubon Financial Holding,1,317830,T2881,TW0002881000,Taiwan
DELTA ELECTRONICS,TW:DEL,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Delta Electronics,1,540323,T2308,TW0002308004,Taiwan
MEDIATEK,TW:MDT,2001/7/23,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Mediatek,1,14357N,T2454,TW0002454006,Taiwan
NIEN MADE ENTERPRISE,TW:NIE,2015/1/6,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Nien Made Enterprise,1,9268D1,T8464,TW0008464009,Taiwan
ALCORLINK,TW:ALK,2017/4/28,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Alcorlink,1,9068M2,T6594,TW0006594005,Taiwan OTC
BRINNO,TW:BRN,2014/12/26,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Brinno,1,9239V6,T7402,TW0007402000,Taiwan OTC
CALITECH,TW:CEH,2015/5/25,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Calitech,1,9520DZ,T6532,TW0006532005,Taiwan OTC
CHINA STEEL,TW:CST,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,China Steel,1,756111,T2002,TW0002002003,Taiwan
CLIENTRON,TW:NLC,2017/7/4,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Clientron,1,9111NM,T8119,TW0008119009,Taiwan OTC
CTBC FINL.HLDG.,TW:CHI,1991/12/23,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Banks,CTBC Financial Holding,1,315329,T2891,TW0002891009,Taiwan
EIRGENIX,TW:EIR,2016/11/23,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Eirgenix,1,2735J7,T6589,TW0006589005,Taiwan OTC
GENERAL INFC.SLN.GIS HLDG.,TW:SGH,2015/6/12,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,General Infc Solution GIS Holding,1,96602X,T6456,KYG3808R1011,Taiwan
GOMAJI,TW:GMJ,2015/1/14,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Gomaji,1,9273ND,T8472,TW0008472002,Taiwan OTC
GSEVEN,TW:GSV,2016/3/21,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Gseven,1,7014QK,T2937,TW0002937000,Taiwan OTC
KANPAI,TW:KAN,2016/8/29,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,Kanpai,1,2555KT,T1269,TW0001269009,Taiwan OTC
KUOBROTHERS,TW:KUB,2015/10/27,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,General Retailers,Kuobrothers,1,8695CC,T8477,TW0008477001,Taiwan OTC
NANOPLUS,TW:NNP,2016/8/15,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Nanoplus,1,25509W,T6495,KYG6392C1096,Taiwan OTC
PEGAVISION,TW:PEV,2014/12/30,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Pegavision,1,9267HL,T6491,TW0006491004,Taiwan OTC
SAMEBEST,TW:SAB,2016/1/12,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Samebest,1,8837V9,T8489,TW0008489006,Taiwan OTC
SNSPLUS,TW:SPS,2014/12/8,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Snsplus,1,92240R,T6473,TW0006473002,Taiwan OTC
TAIRX,9106NH,2017/6/20,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Tairx,1,9106NH,T6580,TW0006580004,Taiwan OTC
THROUGHTEK,TW:THL,2017/1/18,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Throughtek,1,29874A,T6565,TW0006565005,Taiwan OTC
TOPVIEW,TW:TPV,2016/1/6,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Topview,1,8830XA,T6556,TW0006556004,Taiwan OTC
TTBIO,TW:TTB,2015/1/8,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Ttbio,1,92700P,T6493,TW0006493000,Taiwan OTC
UNIPHARMA,TW:UDM,2017/8/18,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Unipharma,1,9125LJ,T6621,TW0006621006,Taiwan OTC
9SPLAY ENTERTAINMENT TECHNOLOGY,TW:SPY,2016/1/19,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,9SPLAY Entertainment Technology,1,8844CA,T8491,TW0008491002,Taiwan OTC
AAEON TECHNOLOGY,TW:AAY,2016/6/6,2016,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Aaeon Technology,1,7494UT,T6579,TW0006579006,Taiwan
ABLYTEK,TW:ABY,2016/1/27,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Alternative Energy,Ablytek,1,8859WA,T6511,TW0006511009,Taiwan OTC
AIR ASIA COMPANY,TW:AIA,2017/2/24,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Aerospace and Defense,Air Asia Company,1,9038A4,T2630,TW0002630001,Taiwan OTC
ALEXANDER MARINE,TW:AXM,2015/9/23,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Alexander Marine,1,9929VC,T8478,TW0008478009,Taiwan OTC
AMPAC TECHNOLOGY,TW:ATN,2015/7/28,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Ampac Technology,1,9819WK,T6546,TW0006546005,Taiwan OTC
AMULAIRE THERMAL TECHNOLOGY,TW:ATL,2016/3/10,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Amulaire Thermal Technology,1,89549E,T2241,TW0002241007,Taiwan OTC
ANDES TECHNOLOGY,TW:AND,2015/8/6,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Andes Technology,1,9839DF,T6533,TW0006533003,Taiwan
AP MEMORY TECH.,TW:AYT,2015/6/12,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,AP Memory Technology,1,95341Y,T6531,TW0006531007,Taiwan
APLEX TECHNOLOGY,TW:AXY,2016/2/19,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Aplex Technology,1,8919JN,T6570,TW0006570005,Taiwan OTC
APPRO PHOTOELECTRON,TW:APH,2016/1/15,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Appro Photoelectron,1,8838MF,T6560,TW0006560006,Taiwan OTC
ASLAN PHARMACEUTICALS,TW:ALP,2017/6/1,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Aslan Pharmaceuticals,1,9102VM,T6497,KYG054241099,Taiwan OTC
BEDDING WORLD,TW:BDW,2016/10/5,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Bedding World,1,2621RF,T2938,TW0002938008,Taiwan OTC
BONNY WORLDWIDE,TW:BWW,2015/12/15,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Bonny Worldwide,1,8784W4,T8467,KYG144971044,Taiwan
BORA PHARMACEUTICALS,TW:BPH,2014/10/1,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Bora Pharmaceuticals,1,9120LF,T6472,TW0006472004,Taiwan OTC
BOSSDOM DIGIINNOVATION,TW:BSD,2017/5/22,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,Bossdom Digiinnovation,1,9091HH,T6622,TW0006622004,Taiwan OTC
CASTLES TECHNOLOGY,TW:KYY,2011/11/14,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Castles Technology,1,77940V,T5258,TW0005258008,Taiwan
CAYMAN ENGLEY INDUSTRIAL,TW:CEY,2015/9/15,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Cayman Engley Industrial,1,99240K,T2239,KYG1991F1081,Taiwan
CHANG WAH TECHNOLOGY,TW:CWA,2015/7/31,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Chang Wah Technology,1,9826DF,T6548,TW0006548001,Taiwan OTC
CHIEF TELECOM,TW:CH1,2017/6/28,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Chief Telecom,1,91073W,T6561,TW0006561004,Taiwan OTC
CHONG HONG CON.,TW:CCL,2002/3/26,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Chong Hong Construction,1,15354C,T5534,TW0005534002,Taiwan
CHUANG YI BIOTECH,TW:CIB,2016/1/20,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Chuang Yi Biotechnology,1,8848EK,T6566,TW0006566003,Taiwan OTC
COASTER INTERNATIONAL,TW:COR,2016/9/26,2016,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Coaster International,1,2620N5,T2936,KYG224031024,Taiwan
CROWN BIOSCIENCE INTERNATIONAL,TW:CBI,2016/2/18,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Crown Bioscience International,1,8875VW,T6554,KYG2568J1013,Taiwan OTC
DABOMB PROTEIN,TW:DBP,2016/7/20,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Dabomb Protein,1,7733JX,T6578,TW0006578008,Taiwan OTC
DR.WU SKINCARE,TW:DWS,2015/4/30,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Doctor Wu Skincare,1,9456MJ,T6523,TW0006523004,Taiwan OTC
EAST TENDER OPTOELECTRONICS,TW:ETO,2016/8/30,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,East Tender Optoelectronics,1,25516A,T6588,TW0006588007,Taiwan OTC
EPISIL HOLDING,TW:EHO,2014/10/1,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Episil Holding,1,9124HR,T3707,TW0003707006,Taiwan OTC
EXCELSIOR BIOPHARMA,TW:EXB,2014/12/19,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Excelsior Biopharma,1,9236EU,T6496,TW0006496003,Taiwan OTC
FARGLORY LIFE INSURANCE,TW:FLI,2015/4/16,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Life Insurance,Farglory Life Insurance,1,9439NM,T5859,TW0005859003,Taiwan OTC
FOCALTECH SYSTEMS,TW:ORS,2007/7/3,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Focaltech Systems,1,50761H,T3545,TW0003545000,Taiwan
FORESEE PHARMACEUTICALS,TW:FSE,2016/4/12,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Foresee Pharmaceuticals,1,7079GF,T6576,TW0006576002,Taiwan OTC
GALLANT MICRO MACHINING,TW:LMM,2017/8/11,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Gallant Micro Machining,1,9123R4,T6640,TW0006640006,Taiwan OTC
GEM SERVICES,TW:GME,2016/4/12,2016,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Gem Services,1,7197NJ,T6525,KYG3790U1040,Taiwan
GENEFERM BIOTECHNOLOGY,TW:GFB,2016/7/26,2016,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Geneferm Biotechnology,1,7741QE,T1796,TW0001796001,Taiwan OTC
GLAC BIOTECH,TW:GBH,2015/10/30,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Glac Biotechnology,1,8697PJ,T6553,TW0006553001,Taiwan OTC
GLOBAL MATERIAL SCIENCE,TW:GMS,2015/1/8,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Global Material Science,1,92700M,T6481,TW0006481005,Taiwan OTC
GLOBALTEK FABRICATION,TW:GTF,2017/2/24,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Globaltek Fabrication,1,9038A6,T4566,TW0004566005,Taiwan OTC
GOLDTEK TECHNOLOGY,TW:GLD,2017/6/28,2017,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Goldtek Technology,1,91074A,T6638,TW0006638000,Taiwan OTC
GOMAX ELECTRONICS,TW:GXE,2015/2/5,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Gomax Electronics,1,9301Z6,T6512,TW0006512007,Taiwan OTC
GOYOURLIFE,TW:GYL,2015/6/30,2015,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Goyourlife,1,9748WL,T6529,TW0006529001,Taiwan OTC
GREAT TREE PHARMACY,TW:GTP,2014/12/29,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food and Drug Retailers,Great Tree Pharmacy,1,9267HM,T6469,TW0006469000,Taiwan OTC
JDS-KY,TW:JDS,2015/10/21,2015,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,JDS-Ky,1,8692MZ,T4190,KYG518761039,Taiwan
