Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Alternative Energy,China Conch Venture Holdings,Active,93804F,HK586,KYG2116J1085,Hong Kong
CHINA DONGXIANG (GROUP),K:CHDN,2007/10/10,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,China Dongxiang (Group),Active,51103R,HK3818,KYG2112Y1098,Hong Kong
CHINA EVERBRIGHT GTC.,K:CEBL,2017/5/8,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,China Everbright GTC,Active,90632E,HK1257,KYG2R55E1030,Hong Kong
CHINA FOODS,K:SEAB,1988/10/6,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,China Foods,Active,779571,HK506,BMG2154F1095,Hong Kong
CHINA GOLDJOY GROUP,K:WWT,2010/12/15,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,China Goldjoy Group,Active,69594H,HK1282,KYG2119B1023,Hong Kong
CHINA JINMAO HDG.GP.,K:FRAP,2007/8/17,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Jinmao Holdings Group,Active,50917J,HK817,HK0817039453,Hong Kong
CHINA LILANG,K:CLIL,2009/9/25,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,China Lilang,Active,67982V,HK1234,KYG211411098,Hong Kong
CHINA NONFERROUS MINING,K:CHNF,2012/6/29,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,China Nonferrous Mining,Active,87257U,HK1258,HK0000112026,Hong Kong
CHINA OCEANWIDE HOLDINGS,K:RING,1991/7/5,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,China Oceanwide Holdings,Active,314895,HK715,BMG2117K1045,Hong Kong
CHINA OCEANWIDE INTL.,K:WFI,1997/9/24,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),China Oceanwide International,Active,896225,HK952,BMG2163L1054,Hong Kong
CHINA POWER CLENDV.,K:QUAF,1999/11/4,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electricity,China Power Clendv,Active,691914,HK735,HK0000350550,Hong Kong
CHINA RESOURCES CMT.HDG.,K:CRCH,2009/10/6,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,China Resources Cement Holdings,Active,68030E,HK1313,KYG2113L1068,Hong Kong
CHINA SHUN KE LONG HDG.,K:CSKL,2015/9/10,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food and Drug Retailers,China Shun KE Long Holdings,Active,9922Q6,HK974,KYG2163D1034,Hong Kong
CHINA SINGYES NEW MATS. HDG.,K:CSYN,2017/7/21,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,China Singyes New Materials Holdings,Active,91114A,HK8073,BMG215971026,Hong Kong
CHINA TRUSTFUL GP.,K:PPHL,2011/1/26,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,China Trustful Group,Active,74095E,HK8265,BMG2120V1054,Hong Kong
CHINA YUHUA EDUCATION,K:CHYU,2017/2/28,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,China Yuhua Education,Active,9035YL,HK6169,KYG2120K1094,Hong Kong
CHINA ZHONGDI DIARY HDG. CO.,K:CZDC,2015/12/2,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,China Zhongdi Diary Holdings Company,Active,8745C6,HK1492,KYG215AR1066,Hong Kong
CHINASOFT INTERNATIONAL,K:CSFT,2003/6/20,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Chinasoft International,Active,27155W,HK354,KYG2110A1114,Hong Kong
CHONG HING BANK,K:LIUB,1994/7/11,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,Chong Hing Bank,Active,140223,HK1111,HK1111036765,Hong Kong
CIMC ENRIC HOLDINGS,K:ENRC,2005/10/18,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Cimc Enric Holdings,Active,32016U,HK3899,KYG2198S1093,Hong Kong
CITIC RESOURCES HDG.,K:SEAW,1997/9/8,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Citic Resources Holdings,Active,896175,HK1205,BMG2155Y1075,Hong Kong
CITYCHAMP WCJW.GP.,K:CEVE,1991/12/10,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Citychamp WCJW Group,Active,315141,HK256,KYG2161T1004,Hong Kong
CLEAR MEDIA,K:CLMD,2001/12/19,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Clear Media,Active,14881T,HK100,BMG219901094,Hong Kong
CMON,K:CMON,2016/12/2,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Common,Active,2747Q0,HK8278,KYG223911093,Hong Kong
COFCO MEAT HOLDINGS,K:CFML,2016/11/1,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Cofco Meat Holdings,Active,2637YJ,HK1610,KYG226921008,Hong Kong
COGOBUY GROUP,K:COGB,2014/7/18,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,Cogobuy Group,Active,8748ZV,HK400,KYG225371072,Hong Kong
CONSUN PHARMACEUTICAL GP.,K:CNPG,2013/12/19,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Consun Pharmaceutical Group,Active,93804E,HK1681,KYG2524A1031,Hong Kong
CPMC HOLDINGS,K:CPMC,2009/11/16,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,CPMC Holdings,Active,68248M,HK906,HK0000057171,Hong Kong
CRCC HIGH-TECH EQUIPMENT 'H',K:CRXX,2015/12/16,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,CRCC High-Technology Equipment 'H',Active,8764Q5,HK1786,CNE1000023F1,Hong Kong
CROSS-HARBOUR (HDG.),K:CHAR,1974/7/30,1974,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Cross-Harbour (Holdings),Active,933714,HK32,HK0032009356,Hong Kong
CT ENVIRONMENTAL GROUP,K:CTEN,2013/9/25,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,CT Environmental Group,Active,90490G,HK1363,KYG258851156,Hong Kong
DATANG ENVM.IND.GP.'H',K:DTNE,2016/11/15,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Datang Environment Industry Group 'H',Active,2684N0,HK1272,CNE100002B63,Hong Kong
DIGITAL CHINA HDG.,K:DICH,2001/6/1,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Digital China Holdings,Active,263088,HK861,BMG2759B1072,Hong Kong
DIGITAL DOMAIN HOLDINGS,K:MANS,1992/7/6,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Digital Domain Holdings,Active,315785,HK547,BMG2870G1006,Hong Kong
DONGYUE GROUP,K:DNGY,2007/12/10,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Dongyue Group,Active,51336W,HK189,KYG2816P1072,Hong Kong
EMPEROR INTL.HDG.,K:EMPR,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Emperor International Holdings,Active,771612,HK163,BMG3036C2239,Hong Kong
ESPRIT HOLDINGS,K:ESPR,1993/12/9,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Esprit Holdings,Active,356831,HK330,BMG3122U1457,Hong Kong
EVERGRANDE HLTH.IND.GP.,K:NMGH,2008/2/12,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Evergrande Health Industry Group,Active,51581H,HK708,HK0000264595,Hong Kong
FANTASIA HOLDINGS GP.,K:FANT,2009/11/25,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Fantasia Holdings Group,Active,68383C,HK1777,KYG3311L1041,Hong Kong
FDG ELECTRIC VEHICLES,K:INNO,1991/10/3,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Funding Electric Vehicles,Active,314063,HK729,BMG3361N1258,Hong Kong
FDG KINETIC,K:CHII,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Funding Kinetic,Active,729900,HK378,BMG3381K1018,Hong Kong
FEISHANG NON-METAL MATS. TECH.,K:FEIS,2015/12/29,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,Feishang Non-Metal Materials Technology,Active,8827JW,HK8331,KYG337641040,Hong Kong
FREEMAN FINTECH CORP.,K:TFHM,1988/5/11,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Freeman Fintech Corporation,Active,771536,HK279,KYG366302522,Hong Kong
FUFENG GROUP,K:FUFE,2007/2/8,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Fufeng Group,Active,41688L,HK546,KYG368441195,Hong Kong
GEMDALE PROPS.& INV.,K:SUNG,1989/10/13,1989,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Gemdale Properties and Investment,Active,502807,HK535,BMG3911S1035,Hong Kong
GIORDANO INTL.,K:GIOR,1991/6/19,1991,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Giordano International,Active,314874,HK709,BMG6901M1010,Hong Kong
GLORIOUS PROPERTY HDG.,K:GPHL,2009/10/2,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Glorious Property Holdings,Active,68020J,HK845,KYG3940K1058,Hong Kong
GOAL RISE LOGISTICS (CHINA) HOLDINGS,K:GRLH,2017/10/18,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Goal Rise Logistics (China) Holdings,Active,9163PF,HK8457,KYG394781051,Hong Kong
GOLD-FINANCE HDG.,K:NGAC,2014/10/16,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Gold-Finance Holdings,Active,9091EM,HK1462,KYG4036N1108,Hong Kong
GREATVIEW ASEPTIC PACK.,K:GVAP,2010/12/9,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Greatview Aseptic Packaging,Active,72897K,HK468,KYG407691040,Hong Kong
GROUND INTL.DEV.,K:CMT,1997/10/20,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Ground International Development,Active,870718,HK989,BMG4141P1178,Hong Kong
GUANGDONG ADWAY CON.'H' (GROUP),K:GDWY,2016/11/25,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Guangdong Adway Construction 'H' (Group),Active,2733HF,HK6189,CNE100002B71,Hong Kong
GUORUI PROPERTIES,K:GUOY,2014/7/7,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Guorui Properties,Active,8915YK,HK2329,KYG394071040,Hong Kong
HANERGY THIN FILM POWER GROUP,K:RBIH,1996/1/29,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Alternative Energy,Hanergy Thin Film Power Group,Active,865333,HK566,BMG4288J1062,Hong Kong
HANG SANG (SIU PO) INTL.,K:HSA,2016/5/18,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Hang Sang (SIU Po) International,Active,7298WD,HK3626,KYG4288S1066,Hong Kong
HARBOUR CENTRE DEV.,K:HARB,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Harbour Centre Development,Active,929612,HK51,HK0051000351,Hong Kong
HC INTERNATIONAL,K:HCI,2003/12/17,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,HC International,Active,28222H,HK2280,KYG4364T1013,Hong Kong
HENAN JINMA ENERGY COMPANY 'H',K:HJEH,2017/10/10,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,Henan Jinma Energy Company 'H',Active,91610R,HK6885,CNE100002QZ4,Hong Kong
HKR INTERNATIONAL,K:HKRI,1988/3/11,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,HKR International,Active,771318,HK480,KYG4520J1040,Hong Kong
HONBRIDGE HOLDINGS,K:JESS,2002/1/8,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Honbridge Holdings,Active,14912E,HK8137,KYG4587J1123,Hong Kong
HONGKONG & SHAI.HTLS.,K:HKHT,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Hongkong and Shanghai Hotels,Active,929599,HK45,HK0045000319,Hong Kong
HUABANG FINANCIAL,K:GTHL,2013/9/9,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Huabang Financial,Active,86848A,HK3638,KYG4644E1061,Hong Kong
HUABAO INTL.HDG.,K:SILV,1992/1/22,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Huabao International Holdings,Active,315469,HK336,BMG4639H1227,Hong Kong
HUANXI MEDIA GROUP,K:ROCK,1994/2/21,1994,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Huanxi Media Group,Active,362077,HK1003,BMG4643J1062,Hong Kong
HUAYI TENCENT ENTM.,K:UAPP,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Huayi Tencent Entertainment,Active,771305,HK419,KYG4642G1038,Hong Kong
IDG ENERGY INVESTMENT,K:SHCH,1992/10/7,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,IDG Energy Investment,Active,315990,HK650,BMG4709J1071,Hong Kong
INNER MONGOLIA ENERGY ENGR. 'H',K:IMEE,2017/7/18,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Inner Mongolia Energy Engineering 'H',Active,9112KG,HK1649,CNE100002GZ5,Hong Kong
INTL.BUS.SETTLEMENT,K:HKDN,1988/6/7,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,International Business Settlement,Active,771441,HK147,BMG4824K1045,Hong Kong
IRC,K:IRC,2010/10/21,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,IRC,Active,70298H,HK1029,HK0000068244,Hong Kong
JUJIANG CONSTRUCTION GP. CO.'H',K:JUJI,2016/1/12,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Jujiang Construction Group Company 'H',Active,8830VU,HK1459,CNE100002417,Hong Kong
K W NELSON INTERIOR ARCHITECT,K:KWNL,2016/12/8,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,K W Nelson Interior Architect,Active,2750C0,HK8411,KYG5335N1079,Hong Kong
KING'S FLAIR INTL.(HDG.),K:KNGF,2015/1/16,2015,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,King's Flair International (Holdings),Active,92688P,HK6822,KYG5258R1011,Hong Kong
KOWLOON DEVELOPMENT,K:KOWL,1995/7/4,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Kowloon Development,Active,152548,HK34,HK0034000254,Hong Kong
LAI SUN DEVELOPMENT,K:LAID,1988/3/11,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Lai Sun Development,Active,771011,HK488,HK0000356821,Hong Kong
LANGHAM HOSPITALITY INV.,K:LHIL,2013/5/30,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment Trusts,Langham Hospitality Investment,Active,88546Q,HK1270,HK0000150521,Hong Kong
LEYOU TECHNOLOGIES HDG.,K:SFHD,2011/1/11,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Food Producers,Leyou Technologies Holdings,Active,74095F,HK1089,KYG5471S1003,Hong Kong
LIFETECH SCIENTIFIC,K:LTSC,2011/11/10,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,Lifetech Scientific,Active,77870H,HK1302,KYG548721177,Hong Kong
LIPPO,K:LIPP,1988/6/3,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Lippo,Active,779594,HK226,HK0226001151,Hong Kong
LISI GROUP (HOLDINGS),K:MAGI,1995/10/11,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Lisi Group (Holdings),Active,865030,HK526,BMG5538Q1050,Hong Kong
LONKING HOLDINGS,K:CINF,2005/11/17,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Engineering,Lonking Holdings,Active,32167V,HK3339,KYG5636C1078,Hong Kong
MACAU LEGEND DEVELOPMENT,K:MLDL,2013/7/5,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Macau Legend Development,Active,89234T,HK1680,KYG573611004,Hong Kong
MASON GROUP HOLDINGS,K:FIRS,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),Mason Group Holdings,Active,981981,HK273,HK0000227089,Hong Kong
MEXAN,K:ASEN,1989/10/18,1989,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Mexan,Active,993443,HK22,BMG6051D1175,Hong Kong
MICROPORT SCIENTIFIC,K:MPS,2010/9/24,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,Microport Scientific,Active,70122J,HK853,KYG608371046,Hong Kong
MINSHENG EDUCATION GP.,K:MNSH,2017/3/22,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Minsheng Education Group,Active,9050TX,HK1569,KYG6145R1065,Hong Kong
MORRIS,K:MRRS,2017/1/12,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Morris,Active,2883UD,HK1575,KYG627281036,Hong Kong
NETDRAGON WEBSOFT,K:NETD,2007/11/2,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Netdragon Websoft,Active,51218X,HK777,KYG6427W1042,Hong Kong
O LUXE HOLDINGS,K:MINF,2002/9/3,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,O Luxe Holdings,Active,26161X,HK860,KYG5727R1048,Hong Kong
PACIFIC BASIN SHIP.,K:PBSH,2004/7/14,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Pacific Basin Shipping,Active,29168W,HK2343,BMG684371393,Hong Kong
PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Pacific Textiles Holdings,Active,50513H,HK1382,KYG686121032,Hong Kong
PALADIN,K:PALA,1983/1/3,1983,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Paladin,Active,771029,HK495,BMG687521317,Hong Kong
POLY PROPERTY GROUP,K:CMAR,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Poly Property Group,Active,930426,HK119,HK0119000674,Hong Kong
POWERLONG RLST.HOLDINGS,K:PRE,2009/10/14,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Powerlong Real Estate Holdings,Active,68049D,HK1238,KYG720051047,Hong Kong
PYI,K:PAUL,1993/9/21,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,PYI,Active,317743,HK498,BMG7304P1059,Hong Kong
RAZER,K:RAZE,2017/11/13,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Unclassified,Razer,Active,9212QG,HK1337,KYG7397A1067,Hong Kong
REALORD GROUP HOLDINGS,K:CHEO,1997/1/20,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Industrials,Realord Group Holdings,Active,887717,HK1196,BMG7403L1046,Hong Kong
REDCO PROPERTIES GROUP,K:REDC,2014/1/30,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Redco Properties Group,Active,8734MU,HK1622,KYG733101318,Hong Kong
RENHE COMMERCIAL HDG.,K:RENH,2008/10/22,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Renhe Commercial Holdings,Active,54138M,HK1387,KYG750041041,Hong Kong
ROAD KING INFR.,K:RDKI,1996/7/4,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Road King Infrastructure,Active,865669,HK1098,BMG760581097,Hong Kong
RYKADAN,K:SUND,2009/8/21,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Rykadan,Active,67859N,HK2288,KYG7750P1046,Hong Kong
SEA HOLDINGS,K:SEAH,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sea Holdings,Active,771549,HK251,BMG7946B1000,Hong Kong
SHIS,K:SHSL,2017/3/30,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Shis,Active,9054LR,HK1647,KYG810911035,Hong Kong
SHUN TAK HOLDINGS,K:SHTE,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Shun Tak Holdings,Active,952010,HK242,HK0242001243,Hong Kong
SIHUAN PHARM.HDG.GP.,K:SPH,2010/10/28,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Sihuan Pharmaceutical Holdings Group,Active,70895V,HK460,BMG8162K1137,Hong Kong
SINCERE,K:SINC,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Sincere,Active,952327,HK244,HK0244001258,Hong Kong
SINO-OCEAN GP.HLDG.,K:SINO,2007/9/28,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sino-Ocean Group Holding,Active,51065C,HK3377,HK3377040226,Hong Kong
SINOFERT HOLDINGS,K:WATK,1996/9/30,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Sinofert Holdings,Active,887274,HK297,BMG8403G1033,Hong Kong
SINOLINK WORLDWIDE HDG.,K:SINL,1998/6/8,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Sinolink Worldwide Holdings,Active,675442,HK1168,BMG8165B1028,Hong Kong
SINOPEC KANTONS HOLDINGS,K:SIKA,1999/6/25,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,Sinopec Kantons Holdings,Active,691904,HK934,BMG8165U1009,Hong Kong
SINOTRANS SHIPPING,K:SINT,2007/11/23,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Transportation,Sinotrans Shipping,Active,51283T,HK368,HK0368041528,Hong Kong
SKYWORTH DIGITAL HDG.,K:SKYD,2000/4/7,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,Skyworth Digital Holdings,Active,280371,HK751,BMG8181C1001,Hong Kong
SMARTONE TELECOM.HDG.,K:SMAR,1996/10/31,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mobile Telecommunications,Smartone Telecommunications Holdings,Active,887376,HK315,BMG8219Z1059,Hong Kong
SMI HOLDINGS GROUP,K:LUCK,1992/10/23,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,SMI Holdings Group,Active,771642,HK198,BMG8229F1150,Hong Kong
SOUNDWILL HOLDINGS,K:SNDW,1997/3/21,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Soundwill Holdings,Active,889495,HK878,BMG8277H1530,Hong Kong
SRE GROUP,K:TROC,1999/12/10,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,SRE Group,Active,280000,HK1207,BMG8403X1065,Hong Kong
SSY GROUP,K:LIJU,2005/12/20,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,SSY Group,Active,32478E,HK2005,KYG8406X1034,Hong Kong
STELLA INTL.HOLDINGS,K:STLI,2007/7/6,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Stella International Holdings,Active,50707F,HK1836,KYG846981028,Hong Kong
SUNEVISION HOLDINGS,K:SUNE,2000/3/17,2000,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Software and Computer Services,Sunevision Holdings,Active,280275,HK8008,KYG857001054,Hong Kong
SUPERROBOTICS,K:BLU,2002/2/19,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Superrobotics,Active,15205X,HK8176,BMG8191U1080,Hong Kong
TAI CHEUNG HOLDINGS,K:TCPC,1973/1/1,1973,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Real Estate Investment and Services,Tai Cheung Holdings,Active,930167,HK88,BMG8659B1054,Hong Kong
TAI UNITED HOLDINGS,K:LUEN,1995/10/2,1995,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Tai United Holdings,Active,311998,HK718,BMG8661J1045,Hong Kong
TAN CHONG INTL.,K:TANC,1998/7/7,1998,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Tan Chong International,Active,675423,HK693,BMG8667Z1023,Hong Kong
TELEVISION BROADCASTS,K:TVB1,1988/11/23,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Media,Television Broadcasts,Active,779606,HK511,HK0000139300,Hong Kong
TEXHONG TEXTILE GP.,K:TTGL,2004/12/9,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Texhong Textile Group,Active,29874E,HK2678,KYG876551170,Hong Kong
