issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
CNOOC Ltd,2001/2/22,1999/9/22,HK0883009984,883,1311,CNOOC Ltd,0,cnooc,0,CNOOC,CNOOC,CNOOC,K:CNOO,2001/2/28,256842,HK883,HK0883013259
Global Bio-chem Tech Grp Co,2001/3/7,2001/3/7,KYG3919S1057,809,5441,Global Bio-chem Tech Grp Co,0,globalbio-chem,0,Global Bio-Chem Technology Group,Global Bio-Chem Technology Group,GLOBAL BIO-CHEM TECH.GP.,K:GBIO,2001/3/16,256697,HK809,KYG3919S1057
Digital China Holdings Ltd,2001/6/1,2001/5/29,BMG2759B1072,861,5045,Digital China Holdings Ltd,0,digitals,0,Yunbo Digital Synergy Gross,Yunbo Digital Synergy Gross,YUNBO DIGITAL SYNERGY GR,K:FLEX,2000/7/24,280047,HK8050,KYG9883M1078
Datronix Holdings Ltd,2001/6/12,2001/6/12,,889,3679,Datronix Holdings Ltd,0,datronix,0,Datronix Holdings,Datronix Holdings,DATRONIX HOLDINGS,K:DATR,2001/6/22,263184,HK889,BMG2660A1071
Universal Tech Hldg Ltd,2001/10/22,2001/10/19,,1026,7375,Universal Tech Hldg Ltd,0,universal,0,Universal Medical Financial and Technology Advisory Services,Universal Medical Financial and Technology Advisory Services,UNVL.MED.FINL.& TECH. ADVY.SVS.,K:UMFT,2015/7/8,9742L3,HK2666,HK0000255361
Pak Tak International Ltd,2001/11/23,2001/11/23,,2668,2253,Pak Tak International Ltd,0,paktak,0,PAK Tak International,PAK Tak International,PAK TAK INTERNATIONAL,K:PATA,2001/12/6,14848X,HK2668,BMG687481215
Heng Tai Consumable Grp Ltd,2001/11/28,2001/11/22,,197,5142,Heng Tai Consumable Grp Ltd,0,hengtaiconsumab,0,Heng Tai Consumables Group,Heng Tai Consumables Group,HENG TAI CONSUMABLES GP.,K:HETA,2001/12/3,14839R,HK197,KYG440351149
Wanasports Holdings Ltd,2001/12/10,2001/12/4,,8020,5699,Wanasports Holdings Ltd,0,wanasports,0,Wanasports Holdings,Wanasports Holdings,WANASPORTS HOLDINGS,K:WASP,2001/12/11,14858D,NA,KYG942901060
Clear Media Ltd,2001/12/14,2001/11/10,,100,7312,Clear Media Ltd,0,clearmedia,0,Clear Media,Clear Media,CLEAR MEDIA,K:CLMD,2001/12/19,14881T,HK100,BMG219901094
Golden Meditech Holdings Ltd,2001/12/26,2001/12/19,,801,3841,Golden Meditech Holdings Ltd,0,goldenmeditech,0,Golden Meditech Holdings,Golden Meditech Holdings,GOLDEN MEDITECH HDG.,K:GMED,2001/12/28,14896H,HK801,KYG395801247
