Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Virscend Education Company,VIRSCEND EDUCATION CO.,K:VECL,2016/1/15,8840ET,HK1565,KYG936691024
Vpower Group International,VPOWER GROUP INTL.,K:VPWR,2016/11/24,2731AY,HK1608,KYG939541085
Vtech Holdings,VTECH HOLDINGS,K:VTEC,1992/11/5,316271,HK303,BMG9400S1329
Wuxi Bio,WUXI BIO,K:WXBO,2017/6/13,9103UR,HK2269,KYG970081090
XIN Point Holdings,XIN POINT HOLDINGS,K:XPHL,2017/6/28,91065U,HK1571,KYG9830R1002
Xinte Energy Company 'H',XINTE ENERGY CO.'H',K:XINT,2015/12/30,8827JM,HK1799,CNE1000023G9
Xinyi Glass Holdings,XINYI GLASS HOLDINGS,K:XINY,2005/2/3,30185X,HK868,KYG9828G1082
Yadea Group Holdings,YADEA GROUP HDG.,K:YADE,2016/5/19,7405PN,HK1585,KYG9830F1063
Yihai International Holding,YIHAI INTL.HLDG.,K:YIHA,2016/7/13,7720DU,HK1579,KYG984191075
Yue Yuen Industrial Holdings,YUE YUEN INDL.HDG.,K:YUEN,1992/7/2,315775,HK551,BMG988031446
Zhongan Online Paint and Chemical Insurance Corporation 'H',ZHONGAN ONL.P & C IN. CORP.'H',K:ZOAC,2017/9/28,9146LQ,HK6060,CNE100002QY7
Zhongsheng Group Holdings,ZHONGSHENG GP.HDG.,K:ZSG,2010/3/26,69009K,HK881,KYG9894K1085
Zhou HEI Ya International Holdings,ZHOU HEI YA INTL.HDG.,K:ZHYI,2016/11/11,2656TM,HK1458,KYG989761062
A Plus Group,A PLUS GROUP,K:APGH,2016/4/19,7079HY,HK8251,KYG0411B1014
AAG Energy Holdings,AAG ENERGY HOLDINGS,K:AAGE,2015/6/23,9557Q3,HK2686,KYG000371040
Agtech Holdings,AGTECH HOLDINGS,K:MGIN,2004/1/19,28348D,HK8279,BMG0135Z1032
Alibaba Health Information Technology,ALIBABA HLTH.INFO.TECH.,K:SHNG,1988/6/1,952326,HK241,BMG0171K1018
AP Rentals Holdings,AP RENTALS HOLDINGS,K:APRH,2016/4/8,7027M8,HK1496,KYG0501C1006
Asia Grocery Distribution,ASIA GROCERY DS.,K:ASGR,2017/4/13,9059KE,HK8413,KYG0R20R1005
Asiaray Media Group,ASIARAY MEDIA GROUP,K:ARAY,2015/1/15,9269AN,HK1993,KYG0623M1015
Astrum Financial Holdings,ASTRUM FINL.HDG.,K:ASFN,2016/7/14,7720DX,HK8333,KYG059551021
Bank of Qingdao Company 'H',BANK OF QINGDAO CO.'H',K:BQCL,2015/12/3,8745C5,HK3866,CNE100002391
Bank of Tianjin Company 'H',BANK OF TIANJIN CO.'H',K:BOTI,2016/3/30,7015PY,HK1578,CNE100002623
Basetrophy Group Holdings,BASETROPHY GROUP HDG.,K:BTRP,2017/6/27,9106ND,HK8460,NA
BBI Life Sciences,BBI LIFE SCIENCES,K:BBIL,2014/12/30,9236XY,HK1035,KYG1089Y1180
Beaver Group Holding Company,BEAVER GROUP HOLDING COMPANY,K:BGHC,2017/10/16,9163NP,HK8275,NA
Beijing Enterprises Water Group,BEIJING ENTS.WATER GROUP,K:WANO,1993/4/19,316826,HK371,BMG0957L1090
Billion Industrial Holdings,BILLION INDUSTRIAL HDG.,K:BINL,2011/5/18,75970F,HK2299,KYG110431098
C&N Holdings,C&N HOLDINGS,K:CNHD,2017/10/18,9169CU,HK8430,NA
Charmacy Pharmaceutical Company 'H',CHARMACY PHARM.CO.'H',K:CHUP,2015/12/14,8757U6,HK2289,CNE1000023D6
Chen Xing Development Holdings,CHEN XING DEV.HOLDINGS,K:CHXI,2015/7/3,9669XU,HK2286,KYG2087W1042
Chi Ho Development Holdings,CHI HO DEVELOPMENT HDG.,K:CHIH,2017/3/13,9049AK,HK8423,KYG446491048
China Animation Characters,CHINA ANIM.CHARACTERS,K:ANIM,2015/3/12,9338LJ,HK1566,KYG211751071
China Art Financial Holdings,CHINA ART FINANCIAL HDG.,K:CNAF,2016/11/8,2644WE,HK1572,KYG2120M1050
China Candy Holdings,CHINA CANDY HOLDINGS,K:CNDY,2015/11/11,8708NX,HK8182,KYG2119T1031
China Digital Video,CHINA DIGITAL VIDEO,K:CDVH,2016/6/27,7566XC,HK8280,KYG2118T1040
China Financial Services Ldings,CHINA FINANCIAL SERVICES LDINGS,K:KPIC,1993/4/7,316812,HK605,HK0605002077
China Golden CLC Group,CHINA GOLDEN CLC.GP.,K:CGCG,2016/7/8,7720DZ,HK8281,KYG2119E1061
China Greenfresh Group,CHINA GREENFRESH GROUP,K:GRFR,2015/6/18,9535PR,HK6183,KYG2117Y1044
China Hengshi Foundation Company,CHINA HENGSHI FOUNDATION CO.,K:CSHN,2015/12/21,8799D5,HK1197,KYG2118L1014
China Industrial Securities International,CHINA INDL.SECS.INTL.,K:CISI,2016/10/20,2625M3,HK8407,KYG212101029
China Jicheng Holdings N1,CHINA JICHENG HOLDINGS N1,K:JUHL,2015/2/13,93064K,HK1027,KYG2163B1317
China Leon Inspection,CHINA LEON INSPEC.,K:CLIH,2016/7/12,7715GD,HK1586,KYG2163G1064
China Oriental Group,CHINA ORIENTAL GROUP,K:CHOR,2004/3/2,28534W,HK581,BMG2108V1019
China Parenting Network Holdings,CHINA PARENTING NET.HDG.,K:CPNH,2015/7/8,9748WC,HK8361,KYG2162T1094
China Partytime Culture Holdings,CHINA PARTYTIME CULTURE HDG.,K:CPCT,2015/10/16,8650W2,HK1532,KYG2163R1020
China Rongzhong Financial Holdings,CHINA RONGZHONG FINL. HDG.,K:CRZG,2016/1/28,8856NH,HK3963,KYG2119M1087
China Unienergy Group,CHINA UNIENERGY GP.,K:CUGL,2016/7/13,7720F1,HK1573,KYG212081064
China Yu Tian Holding,CHINA YU TIAN HLDG.,K:CYUT,2015/12/29,8802MU,HK8230,KYG212051026
China Zhongwang Holdings,CHINA ZHONGWANG HDG.,K:CZHG,2009/5/8,67448K,HK1333,KYG215AT1023
Ching Lee Holdings,CHING LEE HOLDINGS,K:CHLH,2016/3/29,7022KN,HK3728,KYG2118S1066
Chinney KIN Wing Holdings,CHINNEY KIN WING HDG.,K:KINW,2015/11/11,8708NV,HK1556,BMG2118K1036
Chong KIN Group Holdings,CHONG KIN GROUP HDG.,K:CKGP,2016/10/17,2625M2,HK1609,KYG2119N1060
Classified Group (Holdings),CLASSIFIED GP.(HDG.),K:CLSS,2016/7/11,7720FX,HK8232,KYG2190B1041
Clifford Modern Living Holdings,CLIFFORD MOD.LVG.HDG.,K:CLFF,2016/11/8,2644WF,HK3686,KYG2204M1042
Cool Link Holdings,COOL LINK HOLDINGS,K:CLHT,2017/9/22,9144UK,HK8491,NA
Cowell E Holdings,COWELL E HOLDINGS,K:CEHI,2015/3/31,9377CP,HK1415,KYG248141163
Creative China Holdings,CREATIVE CHINA HOLDINGS,K:CCEL,2015/11/18,8723T4,HK8368,KYG2562P1037
Crosstec Group Holdings,CROSSTEC GROUP HDG.,K:CRSS,2016/9/12,25614G,HK3893,KYG257501034
Crystal International Group,CRYSTAL INTERNATIONAL GROUP,CN:MJX,2017/11/3,9175KD,HK2232,KYG2701R1011
D&G Technology Holding,D&G TECHNOLOGY HOLDING,K:DGTE,2015/5/27,9514NN,HK1301,KYG2616D1060
Da Sen Holdings Group,DA SEN HOLDINGS GROUP,K:DSEN,2016/12/19,2764DR,HK1580,KYG2659Y1089
Denox Environmental and Technology Holdings,DENOX ENV.& TECH.HDG.,K:DENX,2015/11/12,8708NQ,HK1452,KYG2810N1088
Deson Construction International Holdings,DESON CONSTRUCTION INTL. HDG.,K:DCIH,2015/1/8,9266MM,HK8268,KYG273471147
ECI Technology Holdings,ECI TECHNOLOGY HOLDINGS,K:ECIT,2017/3/10,9043P3,HK8013,NA
Ever Harvest Group Holdings,EVER HARVEST GP.HDG.,K:EHGH,2016/7/6,7586D3,HK1549,KYG3227D1051
Ever Smart International,EVER SMART INTL.,K:ESM,2016/5/30,7452AU,HK8187,KYG3312M1015
Expert Systems Holdings,EXPERT SYSTEMS HDG.,K:ESHL,2016/4/12,7077U5,HK8319,KYG3313K1040
Feiyu Technology International,FEIYU TECHNOLOGY INTL.,K:FEIY,2014/12/5,9215M4,HK1022,KYG337691037
FIH Mobile,FIH MOBILE,K:FOXC,2005/2/3,30186C,HK2038,KYG3472Y1017
Fire Rock Holdings,FIRE ROCK HOLDINGS,K:FOCK,2016/2/18,8899G4,HK8345,KYG3524S1021
FSE Engineering Holdings,FSE ENGINEERING HDG.,K:FSEE,2015/12/10,8745C8,HK331,KYG3727N1088
Future Bright Mining Holdings,FUTURE BRIGHT MNG.HDG.,K:FUTU,2015/1/9,9267QW,HK2212,KYG3700E1171
Future Data Group,FUTURE DATA GROUP,K:FDGL,2016/7/8,7715GE,HK8229,KYG3729W1069
Global International Credit Group,GLOBAL INTL.CREDIT GROUP,K:GICG,2014/12/12,9218LA,HK1669,KYG3932P1046
Golden Power Group Holdings,GOLDEN POWER GROUP HDG.,K:GPGH,2015/6/5,9528QT,HK3919,KYG3959Y1035
Golden Throat Holdings Group,GOLDEN THROAT HDG.GROUP,K:GTHG,2015/7/15,9748WG,HK6896,KYG3961J1022
Gome Retail Holdings,GOME RETAIL HOLDINGS,K:CAPT,1992/4/15,315569,HK493,BMG3978C1249
GRCB,GRCB,K:GRCB,2017/6/20,9105LT,HK1551,CNE100002FR4
Great Water Holdings,GREAT WATER HOLDINGS,K:GWHL,2015/12/9,8766YV,HK8196,KYG408011057
Greentown China Holdings,GREENTOWN CHINA HDG.,K:GTCH,2006/7/13,36207J,HK3900,KYG4100M1050
Guangdong Kanghua Healthcare 'H',GUANGDONG KANGHUA HEALTHCARE 'H',K:GNGD,2016/11/8,2644YL,HK3689,CNE100002B55
Guangdong Land Holdings,GUANGDONG LAND HOLDINGS,K:GUA,1997/8/8,890946,HK124,BMG4182K1009
Guru Online (Holdings),GURU ONLINE (HOLDINGS),K:GURU,2015/5/29,9524DF,HK8121,KYG428971017
Hang Chi Holdings,HANG CHI HOLDINGS,K:HCHL,2017/7/12,91107X,HK8405,KYG428881000
Hao Bai International (Cayman),HAO BAI INTL.(CAYMAN),K:HAOB,2017/5/26,9016DT,HK8431,KYG428951050
Hao Tian International,HAO TIAN INTL,K:CLHL,2015/12/10,8751T1,HK1341,KYG4289V1086
Harmonicare Medical Holdings,HARMONICARE MEDICAL HDG.,K:HARM,2015/7/7,97447K,HK1509,KYG439691075
Hebei Yichen Industrial Group,HEBEI YICHEN INDL.GP.,K:HBEY,2016/12/21,2768HG,HK1596,CNE100002B30
Hengtai Securities 'H',HENGTAI SECURITIES 'H',K:HNGG,2015/10/15,8662KT,HK1476,CNE100002334
Hi Level Technology Holdings,HI LEVEL TECH.HDG.,K:HILV,2016/1/7,8829UX,HK8113,KYG4492L1032
Hing Ming Holdings,HING MING HOLDINGS,K:HGMG,2017/3/15,9048Z5,HK8425,KYG459051093
Holly Futures 'H',HOLLY FUTURES 'H',K:HLFT,2015/12/30,8830LK,HK3678,CNE1000023S4
Hopewell Highway Infrastructure,HOPEWELL HGHWY.INFR.,K:HOWL,2003/8/6,27337M,HK737,KYG459951003
Hopson Development Holdings,HOPSON DEVELOPMENT HDG.,K:HOPS,1998/5/27,675439,HK754,BMG4600H1016
Huarong Investment Stock,HUARONG INV.STK.,K:CHUY,2014/12/29,9236X1,HK2277,KYG4642V1005
Huazhang Technology Holdings,HUAZHANG TECHNOLOGY HDG.,K:HTHL,2013/5/16,88520M,HK1673,KYG464201162
Human Health Holdings,HUMAN HEALTH HDG.,K:HHHL,2016/4/1,7018K6,HK1419,KYG4644Q1091
I Control Holdings,I CONTROL HOLDINGS,K:ICON,2015/5/27,9514NM,HK8355,KYG4708D1016
I-Cable Communications,I-CABLE COMMS.,K:ICAB,1999/11/24,691950,HK1097,HK1097008929
IBI Group Holdings,IBI GROUP HOLDINGS,K:IBGH,2016/10/14,2622VJ,HK1547,KYG469041019
IGG,IGG,K:ICGI,2013/10/18,92104A,HK799,KYG6771K1022
In Construction Holdings,IN CONSTRUCTION HOLDINGS,K:INCO,2015/4/16,9403UA,HK1500,KYG4752Q1073
IT,IT,K:ITLD,2005/3/4,30410D,HK999,BMG4977W1038
Jete Power Holdings,JETE POWER HOLDINGS,K:JETE,2015/4/30,94544M,HK8133,KYG511391149
Jiyi Household International Holdings,JIYI HOUSEHOLD INTL.HDG.,K:JIYI,2015/11/6,8699Z2,HK1495,KYG5139R1065
Joy City Property,JOY CITY PROPERTY,K:MINR,1988/6/1,779592,HK207,BMG5210S1061
Keen Ocean International Holdings,KEEN OCEAN INTL.HDG.,K:KEEN,2016/2/24,8933Y4,HK8070,KYG5244B1032
Kerry Logistics Network,KERRY LOGISTICS NETWORK,K:KLNT,2013/12/19,93650J,HK636,BMG524181036
KH Group Holdings,KH GROUP HOLDINGS,K:KHGH,2016/3/18,7003KJ,HK1557,NA
Kidsland International Holdings,KIDSLAND INTERNATIONAL HOLDINGS,K:KIHT,2017/11/10,9211Q1,HK2122,KYG5259R1002
KML Technology Group,KML TECHNOLOGY GROUP,K:KMLT,2017/10/16,9163NZ,HK8065,KYG5S00R1029
KPA-BM Holdings,KPA-BM HOLDINGS,K:KPAB,2015/10/8,8662KX,HK2663,NA
KTL International Holdings Group,KTL INTERNATIONAL HDG. GP.,K:KTLH,2015/3/11,9336DK,HK442,KYG4488W1050
Kuangchi Science,KUANGCHI SCIENCE,K:CLMX,1992/3/11,315563,HK439,BMG5326A1062
Kwan On Holdings,KWAN ON HOLDINGS,K:KWAN,2015/3/27,9381EM,HK1559,KYG5322M1042
l'Occitane International,L'OCCITANE INTL.,K:LOIS,2010/5/7,69261D,HK973,LU0501835309
Landing International Development,LANDING INTL.DEV.,K:GFCH,2002/4/30,15446P,HK582,BMG5369T1291
LAP KEI Engineering (Holdings),LAP KEI ENGR.(HDG.),K:LKEL,2015/9/25,99326R,HK8369,NA
Leap Holdings Group,LEAP HOLDINGS GROUP,K:LEPH,2015/9/2,99146L,HK1499,KYG541561158
Lee and Man Paper Manufacturing,LEE & MAN PAPER MNFG.,K:LMPM,2003/9/26,27621R,HK2314,KYG5427W1309
Li Ning,LI NING,K:LNIN,2004/6/28,29101D,HK2331,KYG5496K1242
Lifestyle International Holdings,LIFESTYLE INTL.HDG.,K:LIFS,2004/4/15,28798E,HK1212,KYG548561284
Luen Wong Group,LUEN WONG GROUP,K:LUWO,2016/4/12,7079XT,HK8217,KYG5700C1087
Luk Hing Entertainment Group,LUK HING ENTM.GP.,K:LKHN,2016/11/11,2644WG,HK8052,KYG569701090
Luye Pharma Group,LUYE PHARMA GROUP,K:LUYE,2014/7/9,8917MC,HK2186,BMG570071099
Man King Holdings,MAN KING HOLDINGS,K:MANK,2015/7/3,9663MR,HK2193,NA
Man Shing Global,MAN SHING GLOBAL,K:MHNG,2017/4/13,9058KQ,HK8309,KYG579641013
Manfield Chemical Holdings,MANFIELD CHEMICAL HDG.,K:MACF,2015/12/1,8735AW,HK1561,NA
Midland IC&I,MIDLAND IC & I,K:EVI,2001/3/15,256696,HK459,KYG6103P1182
Million Stars Holdings,MILLION STARS HDG.,K:ODEL,2015/2/12,9311W8,HK8093,KYG6129U1094
Modern Dental Group,MODERN DENTAL GROUP,K:MDGL,2015/12/15,8764Q3,HK3600,KYG618201092
Modern Living Investments Holdings,MODERN LIVING INVESTMENTS HOLDINGS,K:MODE,2017/11/10,9211Q2,HK8426,KYG618231032
My Heart Bodibra Group,MY HEART BODIBRA GROUP,K:BDBR,2017/7/13,9014D4,HK8297,KYG6381M1006
Nan Hai,NAN HAI,K:TEAM,1991/2/13,530968,HK680,BMG6389N1002
Niraku GC Holdings,NIRAKU GC HOLDINGS,K:NIRA,2015/4/8,9382U1,HK1245,JP3756380006
Noble Engineering Group Holdings,NOBLE ENGINEERING GROUP HOLDINGS,K:NEGH,2017/9/29,9160MM,HK8445,KYG654431066
Ocean One Holding,OCEAN ONE HOLDING,K:OCHC,2017/10/19,9163NW,HK8476,KYG669791082
On Real International Holdings,ON REAL INTL.HDG.,K:ORIH,2015/9/30,99326T,HK8245,KYG675491164
PA Shun International Holdings,PA SHUN INTL. HDG.,K:PSPS,2015/6/19,9537C1,HK574,KYG693781000
PAK Wing Group (Holdings),PAK WING GP.(HOLDINGS),K:PAKW,2015/8/10,9828J9,HK8316,KYG687581044
Pine Care Group,PINE CARE GROUP,K:PINC,2017/2/15,9016DQ,HK1989,KYG710081095
Plover Bay Technologies,PLOVER BAY TECHS.,K:PLVR,2016/7/13,7720DY,HK1523,KYG713321035
Precision Tsugami (China) Corporation,PRECISION TSUGAMI (CHINA) CORPORATION,K:PTCC,2017/9/25,9145EL,HK1651,KYG7215M1006
Progressive Path Group,PROGRESSIVE PATH GROUP,K:PRTH,2016/12/8,2748G6,HK1581,KYG725391026
Prosper Construction Holdings,PROSPER CON.HDG.,K:PCHL,2016/7/20,7720F3,HK6816,KYG7279E1017
Q Technology (Group),Q TECHNOLOGY (GROUP),K:QTCH,2014/12/2,9214K3,HK1478,KYG7306T1058
Qinqin FDST Group (Cayman),QINQIN FDST.GP.(CYMN.),K:QFGC,2016/7/8,7588G3,HK1583,KYG730611061
Risecomm Group Holdings,RISECOMM GROUP HOLDINGS,K:RCGS,2017/6/9,9103DL,HK1679,KYG7573R1056
Royal China International,ROYAL CHINA INTL.,K:LCGH,2015/9/8,9914AV,HK1683,KYG7775C1042
Season Pacific Holdings,SEASON PACIFIC HOLDINGS,K:SEHL,2015/10/7,8650W0,HK1709,KYG795831034
SFK Construction Holdings,SFK CONSTRUCTION HDG.,K:SFKH,2015/12/10,8751TX,HK1447,BMG8059A1036
SG Group Holdings,SG GROUP HOLDINGS,K:SGGH,2017/3/21,9048Z1,HK8442,KYG8061B1077
Shenglong Splendecor International,SHENGLONG SPLENDECOR INTL.,K:SLSL,2017/7/17,9112J9,HK8481,KYG811691073
Shui On Land,SHUI ON LAND,K:SHUI,2006/10/4,36118N,HK272,KYG811511131
Sinco Pharmaceuticals Holdings,SINCO PHARMS.HDG.,K:SIPH,2016/3/10,8952FE,HK6833,KYG8154Y1052
Sing On Holdings,SING ON HOLDINGS,K:SNGO,2016/12/16,2750C2,HK8352,KYG819761050
SIS Mobile Holdings,SIS MOBILE HOLDINGS,K:SISM,2015/1/15,92688R,HK1362,KYG8190W1050
Sitc International Holdings,SITC INTERNATIONAL HDG.,K:SIH,2010/10/6,70177J,HK1308,KYG8187G1055
SK Target Group,SK TARGET GROUP,K:SKTG,2017/7/19,91125X,HK8427,KYG8T18R1058
Sky Light Holdings,SKY LIGHT HOLDINGS,K:SKYL,2015/7/2,9663MQ,HK3882,KYG8191M1069
Smart-Core Holdings,SMART-CORE HOLDINGS,K:SMRT,2016/10/7,2622AW,HK2166,KYG8211R1011
Soho China,SOHO CHINA,K:SOHO,2007/10/8,51092N,HK410,KYG826001003
Somerley Capital Holdings,SOMERLEY CAPITAL HDG.,K:SMRY,2017/3/28,9052R8,HK8439,KYG826111075
Star Properties Group (Cayman Islands),STAR PROPS.GP.(CYISL.),K:STPR,2016/7/13,7720FW,HK1560,KYG844701063
Steed Oriental (Holdings),STEED ORNTL.(HOLDINGS),K:SOCL,2015/2/23,9320VX,HK8277,KYG846071036
Suchuang Gas Corporation,SUCHUANG GAS CORPORATION,K:SGCL,2015/3/11,9336DJ,HK1430,KYG854421040
Super Strong Holdings,SUPER STRONG HDG.,K:SSHL,2016/3/30,7018K7,HK8262,KYG8587W1069
Synergy Group Holdings International,SYNERGY GROUP HDG.INTL.,K:SYGR,2015/3/24,9371RD,HK1539,KYG8650S1075
Tak Lee Machinery Holdings,TAK LEE MACHINERY HDG.,K:TLMH,2017/7/27,9119F7,HK8142,KYG866501011
Takbo Group Holdings,TAKBO GROUP HOLDINGS,K:TGHD,2017/10/27,9172N2,HK8436,KYG866301032
Target Insurance (Holdings),TARGET INSURANCE (HDG.),K:TRGT,2015/1/15,92688M,HK6161,HK0000231883
Ten Pao Group Holdings,TEN PAO GP.HDG.,K:TPGH,2015/12/11,8751TV,HK1979,KYG876031090
Thelloy Development Group,THELLOY DEVELOPMENT GP.,K:TDGL,2015/10/9,8662KV,HK1546,KYG879891029
Tianyun International Holdings,TIANYUN INTL.HOLDINGS,K:TIYU,2015/7/7,9742L2,HK6836,VGG8880B1067
TIME2U International Holding,TIME2U INTL.HOLDING,K:TIMY,2015/1/30,9290UH,HK1327,KYG8879S1021
Times Property Holdings,TIMES PROPERTY HOLDINGS,K:TPHS,2013/12/11,93670C,HK1233,KYG8904A1004
Top Dynamic International Holdings,TOP DYNAMIC INTL.HDG.,K:TDIL,2015/10/9,8662KZ,HK2203,NA
Towngas China,TOWNGAS CHINA,K:PANV,2001/4/20,256716,HK1083,KYG8972T1067
Tsaker Chemical Group,TSAKER CHEMICAL GROUP,K:TSAK,2015/7/3,9734NG,HK1986,KYG910801045
UMP Healthcare Holdings,UMP HEALTHCARE HOLDINGS,K:UMPH,2015/11/27,8735AV,HK722,KYG9320W1069
Union Medical Healthcare,UNION MEDICAL HEALTHCARE,K:UMHL,2016/3/11,8952CV,HK2138,KYG9320L1005
United Strength Power Holdings,UNITED STRENGTH POWER HOLDINGS,K:USPH,2017/10/16,9163NM,HK2337,KYG9354A1031
Vincent Medical Holdings,VINCENT MEDICAL HDG.,K:VMED,2016/7/13,7720DW,HK1612,KYG9367D1025
Vinda International Holdings,VINDA INTERNATIONAL HDG.,K:VIND,2007/7/10,50721R,HK3331,KYG9361V1086
Vital Mobile Holdings,VITAL MOBILE HOLDINGS,K:VTMB,2015/6/26,9661CN,HK6133,KYG9381Y1089
Vitasoy International Holdings,VITASOY INTL.HDG.,K:VITA,1994/3/30,362257,HK345,HK0345001611
Wan KEI Group Holdings,WAN KEI GROUP HOLDINGS,K:WANK,2015/8/11,9828J8,HK1718,KYG943081060
Wing Chi Holdings,WING CHI HOLDINGS,K:WCHD,2017/10/20,9166TC,HK6080,KYG970471077
Winto Group Holdings,WINTO GROUP HOLDINGS,K:WGHL,2015/2/16,9305ZE,HK8238,KYG9722S1176
Worldgate Global Logistics,WORLDGATE GLB.LOGIST.,K:WGLL,2016/7/6,7715GC,HK8292,NA
Xiabuxiabu Catering Management (China) Holdings,XIABUXIABU CATER.MAN. (CHINA) HDG.,K:XIAB,2014/12/17,8940N3,HK520,KYG982971072
Xinming China Holdings,XINMING CHINA HOLDINGS,K:XINM,2015/7/6,9734NH,HK2699,KYG9830D1016
Xinyi Solar Holdings,XINYI SOLAR HOLDINGS,K:XSHL,2013/12/12,93369K,HK968,KYG9829N1025
Yan Tat Group Holdings,YAN TAT GROUP HOLDINGS,K:YTGH,2014/12/8,9216GA,HK1480,KYG9833Q1091
Yat Sing Holdings,YAT SING HOLDINGS,K:YATS,2015/1/14,92688U,HK3708,KYG983421010
Yee Hop Holdings,YEE HOP HOLDINGS,K:YEEH,2015/12/18,8792J1,HK1662,KYG9836P1081
Yuexiu Property,YUEXIU PROPERTY,K:GZIN,1992/12/15,316343,HK123,HK0123000694
YUK Wing Group,YUK WING GROUP,K:YKWG,2017/1/11,2883T9,HK1536,KYG9881J1067
Yunfeng Financial Group,YUNFENG FINANCIAL GROUP,K:MANH,1988/6/1,755960,HK376,HK0000091790
Yuzhou Properties,YUZHOU PROPERTIES,K:YPRP,2009/11/2,68148W,HK1628,KYG9884T1013
Zheng Li Holdings,ZHENG LI HOLDINGS,K:ZNGL,2016/11/8,2653NG,HK8283,KYG9897M1015
ZHI Sheng Group,ZHI SHENG GROUP,K:ZHIS,2017/1/20,2883UA,HK8370,KYG9898D1007
Zhong ao Home Group,ZHONG AO HOME GROUP,K:ZHON,2015/11/25,8735AT,HK1538,KYG9897C1033
Zhongzhi Pharmaceutical Holdings,ZHONGZHI PHARM.HOLDINGS,K:ZZZZ,2015/7/13,9748WE,HK3737,KYG989611085
361 Degrees International,361 DEGREES INTL.,K:DGRS,2009/6/30,67619Q,HK1361,KYG884931042
Ahsay Backup Software Development Company,AHSAY BACKUP SOFTWARE DEV.CO.,K:AHSB,2015/10/8,9935N4,HK8290,KYG0132C1078
Allied Group,ALLIED GROUP,K:ALIG,1983/3/1,771026,HK373,HK0373013660
Associated International Hotels,ASSOCIATED INTL.HOTELS,K:AIH,1988/6/1,755880,HK105,HK0105000613
Ausnutria Dairy,AUSNUTRIA DAIRY,K:AUST,2009/10/8,68040C,HK1717,KYG063181021
Bocom International,BOCOM INTERNATIONAL,K:BOCM,2017/5/19,9063AL,HK3329,HK0000337987
Bosideng International Holdings,BOSIDENG INTL.HOLDINGS,K:BOSI,2007/10/11,51117X,HK3998,KYG126521064
C P Pokphand,C P POKPHAND,K:POKP,1988/4/28,771322,HK43,BMG715071343
Camsing International,CAMSING INTERNATIONAL,K:FITT,2005/12/14,32470P,HK2662,KYG1809X1016
Capital Environment Holdings,CAPITAL ENVIRONMENT HDG.,K:HEMB,2006/7/13,36207K,HK3989,KYG1941T1094
Champion Real Estate Investment Trust,CHAMPION REIT.TRUST,K:CREI,2006/5/24,35931N,HK2778,HK2778034606
Chaowei Power Holdings,CHAOWEI POWER HOLDINGS,K:CPH,2010/7/7,69682L,HK951,KYG204791043
Chiho_environmental_gp,CHIHO_ENVIRONMENTAL_GP.,K:CTG,2010/7/12,69694W,HK976,KYG4465A1004
China Conch Venture Holdings,CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,93804F,HK586,KYG2116J1085
China Dongxiang (Group),CHINA DONGXIANG (GROUP),K:CHDN,2007/10/10,51103R,HK3818,KYG2112Y1098
China Everbright GTC,CHINA EVERBRIGHT GTC.,K:CEBL,2017/5/8,90632E,HK1257,KYG2R55E1030
China Foods,CHINA FOODS,K:SEAB,1988/10/6,779571,HK506,BMG2154F1095
China Goldjoy Group,CHINA GOLDJOY GROUP,K:WWT,2010/12/15,69594H,HK1282,KYG2119B1023
China Jinmao Holdings Group,CHINA JINMAO HDG.GP.,K:FRAP,2007/8/17,50917J,HK817,HK0817039453
China Lilang,CHINA LILANG,K:CLIL,2009/9/25,67982V,HK1234,KYG211411098
China Nonferrous Mining,CHINA NONFERROUS MINING,K:CHNF,2012/6/29,87257U,HK1258,HK0000112026
China Oceanwide Holdings,CHINA OCEANWIDE HOLDINGS,K:RING,1991/7/5,314895,HK715,BMG2117K1045
China Oceanwide International,CHINA OCEANWIDE INTL.,K:WFI,1997/9/24,896225,HK952,BMG2163L1054
China Power Clendv,CHINA POWER CLENDV.,K:QUAF,1999/11/4,691914,HK735,HK0000350550
China Resources Cement Holdings,CHINA RESOURCES CMT.HDG.,K:CRCH,2009/10/6,68030E,HK1313,KYG2113L1068
China Shun KE Long Holdings,CHINA SHUN KE LONG HDG.,K:CSKL,2015/9/10,9922Q6,HK974,KYG2163D1034
China Singyes New Materials Holdings,CHINA SINGYES NEW MATS. HDG.,K:CSYN,2017/7/21,91114A,HK8073,BMG215971026
China Trustful Group,CHINA TRUSTFUL GP.,K:PPHL,2011/1/26,74095E,HK8265,BMG2120V1054
China Yuhua Education,CHINA YUHUA EDUCATION,K:CHYU,2017/2/28,9035YL,HK6169,KYG2120K1094
China Zhongdi Diary Holdings Company,CHINA ZHONGDI DIARY HDG. CO.,K:CZDC,2015/12/2,8745C6,HK1492,KYG215AR1066
Chinasoft International,CHINASOFT INTERNATIONAL,K:CSFT,2003/6/20,27155W,HK354,KYG2110A1114
Chong Hing Bank,CHONG HING BANK,K:LIUB,1994/7/11,140223,HK1111,HK1111036765
Cimc Enric Holdings,CIMC ENRIC HOLDINGS,K:ENRC,2005/10/18,32016U,HK3899,KYG2198S1093
Citic Resources Holdings,CITIC RESOURCES HDG.,K:SEAW,1997/9/8,896175,HK1205,BMG2155Y1075
