issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Prince Frog Intl Hldgs Ltd,2011/7/6,2011/5/30,KYG7247W1006,1259,2844,Prince Frog Intl Hldgs Ltd,5,riners,9,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Zall Development (Cayman),2011/7/6,2011/6/29,KYG988561000,2098,1542,Zall Development (Cayman),6,llevoment,6,ELL Environmental Holdings,ELL Environmental Holdings,ELL ENVIRONMENTAL HDG.,K:ELLE,2014/9/26,9091G8,HK1395,KYG3017A1058
China Print Power Group Ltd,2011/7/11,2011/3/22,BMG2157D1011,6828,2731,China Print Power Group Ltd,4,chinatpower,3,China Soft Power Technology Holdings,China Soft Power Technology Holdings,CHINA SOFT PWR.TECH.HDG.,K:CHAI,1994/3/15,362181,HK139,BMG2118J1062
Winox Holdings Ltd,2011/7/19,2011/6/30,KYG971741098,6838,3312,Winox Holdings Ltd,1,winos,10,World-Link Logistics (Asia) Holdings,World-Link Logistics (Asia) Holdings,WORLD-LINK LOGISTICS (ASIA) HDG.,K:WRLL,2015/12/29,8827JU,HK6083,NA
Hongguo Intl Hldgs Ltd,2011/9/17,2011/8/18,BMG2008E1003,1028,3144,Hongguo Intl Hldgs Ltd,1,honggos,8,Hong Kong International Construction Investment Management Group,Hong Kong International Construction Investment Management Group,HONG KONG INTL.CON.INV. MAN.GP.,K:CHEE,1991/3/26,530612,HK687,BMG4643K1036
Great Wall Motor Co Ltd,2011/9/20,2010/10/12,CNE1000018V8,2333,3711,Great Wall Motor Co Ltd,5,greatwatr,1,Great Water Holdings,Great Water Holdings,GREAT WATER HOLDINGS,K:GWHL,2015/12/9,8766YV,HK8196,KYG408011057
Active Group Holdings Ltd,2011/9/27,2011/9/16,KYG0082W1033,1096,3149,Active Group Holdings Ltd,1,acties,9,AAC Technologies Holdings,AAC Technologies Holdings,AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,31447H,HK2018,KYG2953R1149
Fornton Group Ltd,2011/10/18,2011/10/18,BMG363981082,1152,2399,Fornton Group Ltd,1,fonton,9,SFK Construction Holdings,SFK Construction Holdings,SFK CONSTRUCTION HDG.,K:SFKH,2015/12/10,8751TX,HK1447,BMG8059A1036
Grand Concord Intl Hldg Ltd,2011/11/14,2011/11/14,VGG4053T1075,844,2254,Grand Concord Intl Hldg Ltd,2,ganconcord,5,Shougang Concord Century Holdings,Shougang Concord Century Holdings,SHOUGANG CCRD.CEN.HDG.,K:EAST,1992/4/9,315618,HK103,HK0103000607
Jin Bao Bao Holdings Ltd,2011/11/17,2011/11/8,KYG513751068,1239,2657,Jin Bao Bao Holdings Ltd,4,inaoas,9,China Overseas Land and Investment,China Overseas Land and Investment,CHINA OS.LD.& INV.,K:COLI,1992/8/20,316071,HK688,HK0688002218
China Vehicle Components,2011/11/22,2011/11/11,KYG2163A1094,1269,3714,China Vehicle Components,5,chinaeleco,5,China Electronics Optics Valley Union,China Electronics Optics Valley Union,CHINA ELTN.OP.VLY.UN.,K:OPTI,2014/3/28,8789HG,HK798,KYG2119Q1091
China Lifestyle F&B Group Ltd,2011/11/28,2011/7/25,BMG2155A1099,1262,2024,China Lifestyle F&B Group Ltd,5,chinaliete,5,China Literature,China Literature,CHINA LITERATURE,K:CHLT,2017/11/8,9181X9,HK772,KYG2121R1039
Sitoy Group Holdings Ltd,2011/11/30,2011/10/20,KYG8190E1052,1023,3171,Sitoy Group Holdings Ltd,1,sioys,10,Asia Grocery Distribution,Asia Grocery Distribution,ASIA GROCERY DS.,K:ASGR,2017/4/13,9059KE,HK8413,KYG0R20R1005
Hosa International Ltd,2011/12/6,2011/7/18,KYG461091079,2200,2299,Hosa International Ltd,0,hosa,11,Hong Kong Shanghai Alliance Holdings,Hong Kong Shanghai Alliance Holdings,HONG KONG SHAI.ALL.HDG.,K:VANS,1994/2/18,362074,HK1001,BMG8000T1027
OTO Holdings Ltd,2011/12/12,2011/12/1,KYG6846T1040,6880,2023,OTO Holdings Ltd,0,otos,6,Aeon Stores (Hong Kong),Aeon Stores (Hong Kong),AEON STORES (HONG KONG),K:JUSC,1994/2/4,362026,HK984,HK0000084183
Guodian Tech & Envi Grp Corp,2011/12/20,2011/7/21,CNE1000019J1,1296,3511,Guodian Tech & Envi Grp Corp,4,godinni,8,Goldin Financial Holdings,Goldin Financial Holdings,GOLDIN FINANCIAL HDG.,K:FIRE,1992/10/8,315991,HK530,BMG3968F1370
Allied Cement Holdings Ltd,2011/12/30,2011/4/15,KYG018681018,1312,3241,Allied Cement Holdings Ltd,5,alliedet,7,Allied Properties (Hong Kong),Allied Properties (Hong Kong),ALLIED PROPERTIES (HK),K:APRP,1981/1/8,998508,HK56,HK0056039545
Huazhong Holdings Co Ltd,2012/1/11,2011/12/30,KYG464231029,6830,3711,Huazhong Holdings Co Ltd,1,huahongs,7,Hua Hong Semiconductor,Hua Hong Semiconductor,HUA HONG SEMICONDUCTOR,K:HUAH,2014/10/15,9120LE,HK1347,HK0000218211
ASR Holdings Ltd,2012/1/13,2011/12/30,KYG054271021,1803,4512,ASR Holdings Ltd,0,asrs,6,Aeon Stores (Hong Kong),Aeon Stores (Hong Kong),AEON STORES (HONG KONG),K:JUSC,1994/2/4,362026,HK984,HK0000084183
CW Group Holdings Ltd,2012/3/28,2012/3/20,KYG2730T1022,1322,8711,CW Group Holdings Ltd,0,cws,12,China Healthwise,China Healthwise,CHINA HEALTHWISE,K:LNCN,1997/9/30,896239,HK348,KYG2120E1035
Juda Intl Hldg Ltd,2012/3/29,2012/3/21,KYG5209H1039,1329,2819,Juda Intl Hldg Ltd,0,juda,11,Junefield Department Store Group,Junefield Department Store Group,JUNEFIELD DEPT.STORE GP.,K:HUD,1999/12/3,691994,HK758,BMG8015D1002
Xiao Nan Guo Restaurants,2012/6/21,2012/4/20,KYG9829M1042,3666,5812,Xiao Nan Guo Restaurants,6,onanresta,6,Zhong An Real Estate,Zhong An Real Estate,ZHONG AN REAL ESTATE,K:ZHNG,2007/11/13,51252C,HK672,KYG9892R1056
Qualipak Intl Hldgs Ltd,2012/6/28,2012/3/2,,1332,7389,Qualipak Intl Hldgs Ltd,3,qualis,5,Quali-Smart Holdings,Quali-Smart Holdings,QUALI-SMART HOLDINGS,K:QSHL,2013/1/23,88020T,HK1348,KYG198891155
Bolina Holding Co Ltd,2012/7/9,2012/3/9,KYG121891090,1190,3431,Bolina Holding Co Ltd,0,bolina,9,Kingboard Laminates Holdings,Kingboard Laminates Holdings,KINGBOARD LAMINATES HDG.,K:KILA,2006/12/7,41429U,HK1888,KYG5257K1076
Sheen Tai Holdings Group Co,2012/7/12,2012/6/29,KYG8079L1059,1335,2671,Sheen Tai Holdings Group Co,3,hentaisc,7,Hengtai Securities 'H',Hengtai Securities 'H',HENGTAI SECURITIES 'H',K:HNGG,2015/10/15,8662KT,HK1476,CNE100002334
First Tractor Co Ltd,2012/7/31,2010/6/28,CNE100000320,38,3523,First Tractor Co Ltd,5,firstac,5,First Pacific,First Pacific,FIRST PACIFIC,K:FPCC,1982/6/21,937357,HK142,BMG348041077
China Molybdenum Co Ltd,2012/9/20,2010/12/10,,3993,1099,China Molybdenum Co Ltd,5,chinaolden,4,China Golden CLC Group,China Golden CLC Group,CHINA GOLDEN CLC.GP.,K:CGCG,2016/7/8,7720DZ,HK8281,KYG2119E1061
Sunley Holdings Ltd,2012/10/17,2012/9/27,KYG857731023,1240,7353,Sunley Holdings Ltd,1,sunles,9,Sunlight Real Estate Investment Trust,Sunlight Real Estate Investment Trust,SUNLIGHT REIT.TRUST,K:SUNR,2006/12/21,36096P,HK435,HK0435036626
Zhejiang Shibao Co Ltd,2012/10/25,2011/4/7,CNE100001MJ9,1057,3714,Zhejiang Shibao Co Ltd,5,hiangshio,6,China Hengshi Foundation Company,China Hengshi Foundation Company,CHINA HENGSHI FOUNDATION CO.,K:CSHN,2015/12/21,8799D5,HK1197,KYG2118L1014
China Machinery Engig Corp,2012/12/17,2012/4/27,,1829,8711,China Machinery Engig Corp,4,chinaachine,4,China Tradl Chinese Medicine,China Tradl Chinese Medicine,CHINA TRADL.CHS.MDCIN.,K:WISH,1993/4/7,316811,HK570,HK0000056256
OI Wah Pawnshop Credit Hld Ltd,2013/3/11,2013/2/27,KYG6730A1040,1319,5932,OI Wah Pawnshop Credit Hld Ltd,7,iahanshc,7,China Shanshui Cement Group,China Shanshui Cement Group,CHINA SHANSHUI CMT.GROUP,K:CSCG,2008/7/4,53585N,HK691,KYG2116M1015
Beijing Tong Ren Tang Chinese,2013/4/30,2011/2/28,,8138,2834,Beijing Tong Ren Tang Chinese,4,beijingtgrt,4,Beijing TGRT Chinese Medicine,Beijing TGRT Chinese Medicine,BEIJING TGRT.CHS.MDCIN.,K:BTRT,2013/5/7,88351V,HK8138,HK0000145638
Sinopec Engineering(Group)Co,2013/5/16,2013/5/10,CNE100001NV2,2386,8711,Sinopec Engineering(Group)Co,4,noeengineer,4,Noble Engineering Group Holdings,Noble Engineering Group Holdings,NOBLE ENGINEERING GROUP HOLDINGS,K:NEGH,2017/9/29,9160MM,HK8445,KYG654431066
China Harmony Auto Holding Ltd,2013/6/7,2013/5/31,,3836,5511,China Harmony Auto Holding Ltd,4,chinahryaut,4,China HRY New Energy Auto Holding,China HRY New Energy Auto Holding,CHINA HRY.NEW EN.AUTO HLDG.,K:CHAH,2013/6/13,88876F,HK3836,KYG2118N1079
Jin Cai Holdings Co Ltd,2013/7/4,2013/6/24,KYG513781008,1250,2679,Jin Cai Holdings Co Ltd,1,incais,9,Tingyi Cayman Islands Holding,Tingyi Cayman Islands Holding,TINGYI CYMN.ISLE.HLDG.,K:CAYM,1996/2/5,865347,HK322,KYG8878S1030
Tenwow International Hldgs Ltd,2013/9/11,2012/6/28,KYG870741033,1219,2033,Tenwow International Hldgs Ltd,1,tenwos,9,Hengten Networks Group,Hengten Networks Group,HENGTEN NETWORKS GROUP,K:MAS,1997/9/25,896229,HK136,BMG4404N1065
Intl Housewares Retail,2013/9/24,2013/8/30,KYG487291000,1373,5719,Intl Housewares Retail,5,lhouseware,4,World Houseware (Holdings),World Houseware (Holdings),WORLD HOUSEWARE (HDG.),K:WORA,1993/4/15,316821,HK713,KYG9768F1028
Yestar International Hldgs Co,2013/10/10,2013/9/27,,2393,3861,Yestar International Hldgs Co,2,yestarc,8,Yestar Healthcare Holdings,Yestar Healthcare Holdings,YESTAR HEALTHCARE HDG.,K:YIHL,2013/10/11,91135X,HK2393,KYG9843W1125
Ngai Shun Holdings Ltd,2013/10/15,2013/9/30,,1246,3531,Ngai Shun Holdings Ltd,2,ngaishn,8,Shanghai International Shanghai Growth,Shanghai International Shanghai Growth,SHANGHAI INTL. SHAI. GW.,53543U,2008/6/12,53543U,NA,NA
IGG Inc,2013/10/17,2013/10/4,,8002,7372,IGG Inc,1,gginc,10,Hong Kong Finance Group,Hong Kong Finance Group,HONG KONG FINANCE GROUP,K:HKFG,2013/10/2,90232N,HK1273,KYG4643B1032
Phoenix Healthcare Grp Co Ltd,2013/11/22,2013/10/28,KYG7092M1087,1515,8062,Phoenix Healthcare Grp Co Ltd,5,oihealthca,5,Boill Healthcare Holdings,Boill Healthcare Holdings,BOILL HEALTHCARE HOLDINGS,K:NSHL,2013/10/16,91135Y,HK1246,KYG1225S1084
Qinhuangdao Port Co Ltd,2013/12/5,2013/7/29,CNE100001QR3,3369,4412,Qinhuangdao Port Co Ltd,6,huangoort,6,Chuangs Consortium International,Chuangs Consortium International,CHUANGS CONSORT.INTL.,K:CHNC,1988/6/1,755692,HK367,BMG2122V1458
Huaxi Holdings Co Ltd,2013/12/5,2013/11/26,,1689,2671,Huaxi Holdings Co Ltd,1,huaxi,6,Huanxi Media Group,Huanxi Media Group,HUANXI MEDIA GROUP,K:ROCK,1994/2/21,362077,HK1003,BMG4643J1062
Excel Development Ltd,2013/12/10,2013/7/3,,1372,1522,Excel Development Ltd,7,exevomen,7,Denox Environmental and Technology Holdings,Denox Environmental and Technology Holdings,DENOX ENV.& TECH.HDG.,K:DENX,2015/11/12,8708NQ,HK1452,KYG2810N1088
Yi Hua Dept Store Hldgs Ltd,2013/12/10,2013/11/26,KYG9844M1050,2213,5411,Yi Hua Dept Store Hldgs Ltd,5,ihuastores,2,Jiahua Stores Holdings,Jiahua Stores Holdings,JIAHUA STORES HOLDINGS,K:JSHH,2007/5/21,50517D,HK602,KYG7395Y1061
Fuguiniao Co Ltd,2013/12/16,2013/7/18,CNE100001QT9,1819,3149,Fuguiniao Co Ltd,3,uginia,9,Yunfeng Financial Group,Yunfeng Financial Group,YUNFENG FINANCIAL GROUP,K:MANH,1988/6/1,755960,HK376,HK0000091790
China Creative Home Group Ltd,2013/12/19,2013/12/10,,1678,3634,China Creative Home Group Ltd,5,chinaceaie,4,China Oceanwide Holdings,China Oceanwide Holdings,CHINA OCEANWIDE HOLDINGS,K:RING,1991/7/5,314895,HK715,BMG2117K1045
TK Group(Holdings)Ltd,2013/12/19,2013/12/11,,2283,3089,TK Group(Holdings)Ltd,0,tks,12,Hengten Networks Group,Hengten Networks Group,HENGTEN NETWORKS GROUP,K:MAS,1997/9/25,896229,HK136,BMG4404N1065
Fujian Nuoqi Co Ltd,2014/1/8,2013/12/30,CNE100001QZ6,1353,5611,Fujian Nuoqi Co Ltd,3,fujinnui,7,Fujikon Industrial Holdings,Fujikon Industrial Holdings,FUJIKON INDUSTRIAL HDG.,K:FUIN,2000/4/11,280020,HK927,BMG3685C1029
China Packaging Hldg devlp Ltd,2014/1/10,2013/12/27,KYG2116E1098,1439,2657,China Packaging Hldg devlp Ltd,5,chinapaing,5,China Parenting Network Holdings,China Parenting Network Holdings,CHINA PARENTING NET.HDG.,K:CPNH,2015/7/8,9748WC,HK8361,KYG2162T1094
Nanjing Sinolife United Co Ltd,2014/1/14,2013/12/31,,3332,5912,Nanjing Sinolife United Co Ltd,7,naingsne,7,China Singyes New Materials Holdings,China Singyes New Materials Holdings,CHINA SINGYES NEW MATS. HDG.,K:CSYN,2017/7/21,91114A,HK8073,BMG215971026
Magnum Entertainment Group Hld,2014/1/23,2014/1/13,KYG5753K1067,2080,7997,Magnum Entertainment Group Hld,4,anentertain,4,Lajin Entertainment Network Group,Lajin Entertainment Network Group,LAJIN ENTM.NET.GP.,K:SADE,2002/3/26,15346W,HK8172,BMG5351M1082
Poly Culture Group Corp Ltd,2014/2/28,2014/2/24,CNE100001S81,3636,7922,Poly Culture Group Corp Ltd,3,olyuture,7,Holly Futures 'H',Holly Futures 'H',HOLLY FUTURES 'H',K:HLFT,2015/12/30,8830LK,HK3678,CNE1000023S4
China CNR Corp Ltd,2014/5/16,2014/5/12,CNE100001SC1,6199,3743,China CNR Corp Ltd,0,chinacnr,7,China City Infrastructure Group,China City Infrastructure Group,CHINA CITY INFR.GROUP,K:WHYN,2003/6/25,27190L,HK2349,KYG2118E1070
Qingdao Port International Co,2014/5/26,2014/5/26,CNE100001SG2,6198,4499,Qingdao Port International Co,5,ingaport,7,Wing Tai Properties,Wing Tai Properties,WING TAI PROPERTIES,K:UNSS,1988/6/1,749870,HK369,BMG9716V1000
Jia Yao Holdings Ltd,2014/6/26,2014/6/17,KYG5137W1078,1626,2679,Jia Yao Holdings Ltd,1,jiaaos,6,Jiahua Stores Holdings,Jiahua Stores Holdings,JIAHUA STORES HOLDINGS,K:JSHH,2007/5/21,50517D,HK602,KYG7395Y1061
Beijing Digital Telecom Co Ltd,2014/6/30,2014/6/17,CNE100001ST5,6188,5999,Beijing Digital Telecom Co Ltd,4,beijingital,4,Beijing Capital Grand,Beijing Capital Grand,BEIJING CAPITAL GRAND,K:JIHL,2012/4/2,86984C,HK1329,KYG1146G1001
Beijing Urban Construction,2014/7/2,2014/6/17,CNE100001SV1,1599,8748,Beijing Urban Construction,5,beijingrcn,5,Beijing TGRT Chinese Medicine,Beijing TGRT Chinese Medicine,BEIJING TGRT.CHS.MDCIN.,K:BTRT,2013/5/7,88351V,HK8138,HK0000145638
WH Group Ltd,2014/7/24,2014/7/9,KYG960071028,288,2011,WH Group Ltd,0,wh,13,Shenwan Hongyuan (Hong Kong),Shenwan Hongyuan (Hong Kong),SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,779593,HK218,HK0218001102
King Force Sec Hldg Ltd,2014/8/19,2014/8/13,,8315,7381,King Force Sec Hldg Ltd,3,kingorcec,6,Kingboard Chemical Holdings,Kingboard Chemical Holdings,KINGBOARD CHEMICAL HDG.,K:KINC,1993/10/8,317789,HK148,KYG525621408
CAR Inc,2014/9/12,2014/5/23,KYG190211071,699,7514,CAR Inc,0,carinc,9,China Art Financial Holdings,China Art Financial Holdings,CHINA ART FINANCIAL HDG.,K:CNAF,2016/11/8,2644WE,HK1572,KYG2120M1050
La Chapelle,2014/9/29,2013/7/22,CNE100001SY5,6116,2331,La Chapelle,2,achapele,7,Yanchang Petroleum International,Yanchang Petroleum International,YANCHANG PETROLEUM INTL.,K:LTG,2001/4/19,256711,HK346,BMG9833W1064
Nga Chun Holdings Co Ltd,2014/10/15,2014/7/11,KYG6504B1068,1462,1522,Nga Chun Holdings Co Ltd,2,ngchns,9,Hong Kong Chinese,Hong Kong Chinese,HONG KONG CHINESE,K:HKCB,1992/10/12,316255,HK655,BMG4586T1036
Wuxi Sunlit Science & Tech Co,2014/10/30,2014/10/30,,1289,8732,Wuxi Sunlit Science & Tech Co,6,usliscien,6,Austar Lifesciences,Austar Lifesciences,AUSTAR LIFESCIENCES,K:ASTR,2014/11/7,9166QQ,HK6118,KYG0632L1023
China Maple Leaf Educ Sys Ltd,2014/11/24,2014/7/7,KYG211511087,1317,8211,China Maple Leaf Educ Sys Ltd,5,chinaallae,4,China All Access (Holdings),China All Access (Holdings),CHINA ALL ACCESS (HDG.),K:CAHL,2009/9/16,67957E,HK633,KYG211341048
Yangtze Optical Fibre & Cable,2014/12/3,2014/8/4,CNE100001T72,6869,3357,Yangtze Optical Fibre & Cable,5,aneoptical,5,Elegance Optical International Holdings,Elegance Optical International Holdings,ELEGANCE OPTICAL INTL. HDG.,K:ELEG,1996/4/11,865503,HK907,BMG3000U1009
Yan tat group holdings ltd,2014/12/5,2014/11/26,KYG9833Q1091,1480,3672,Yan tat group holdings ltd,1,antats,9,Anta Sports Products,Anta Sports Products,ANTA SPORTS PRODUCTS,K:ANIT,2007/7/10,50722E,HK2020,KYG040111059
Baic Motor Corp Ltd,2014/12/13,2012/11/9,,1958,3711,Baic Motor Corp Ltd,2,aimotor,8,Jardine International Motor (Hong Kong) (United States Dollar Bermuda Regular),Jardine International Motor (Hong Kong) (United States Dollar Bermuda Regular),JARDINE INTL.MOTOR (HKG) (US$ BERMUDA REG.),316096,1993/1/1,316096,NA,NA
Chun Sing Engineering Hldg Ltd,2014/12/15,2014/12/15,,2277,1522,Chun Sing Engineering Hldg Ltd,5,chnsingene,5,China Singyes New Materials Holdings,China Singyes New Materials Holdings,CHINA SINGYES NEW MATS. HDG.,K:CSYN,2017/7/21,91114A,HK8073,BMG215971026
Jicheng Umbrella holdings Ltd,2015/2/12,2015/2/3,KYG5138D1088,1027,3999,Jicheng Umbrella holdings Ltd,6,chengmela,6,Wan Cheng Metal Packaged,Wan Cheng Metal Packaged,WAN CHENG METAL PKG.,K:WCPM,2017/7/18,9111N2,HK8291,KYG942971014
Winto Group (Holdings) Ltd,2015/2/13,2015/1/30,,8238,2721,Winto Group (Holdings) Ltd,0,wintos,6,Wuling Motors Holdings,Wuling Motors Holdings,WULING MOTORS HOLDINGS,K:WATA,1992/11/23,316286,HK305,BMG9604B1090
KTL Intl Hldg Grp Ltd,2015/3/10,2015/2/27,,442,3915,KTL Intl Hldg Grp Ltd,0,ktl,12,Hong Kong Television Network,Hong Kong Television Network,HONG KONG TV.NET.,K:CTEL,1997/8/5,890993,HK1137,HK0000065349
Niraku GC Holdings Inc,2015/4/2,2015/1/8,,1245,7011,Niraku GC Holdings Inc,4,kugcsinc,7,Kuangchi Science,Kuangchi Science,KUANGCHI SCIENCE,K:CLMX,1992/3/11,315563,HK439,BMG5326A1062
D&G Technology Holding Co Ltd,2015/5/26,2015/5/14,KYG2616D1060,1301,3531,D&G Technology Holding Co Ltd,0,dg,9,Avic International Holding (Hong Kong),Avic International Holding (Hong Kong),AVIC INTL.HOLDING (HK),K:FEAL,1991/12/12,315142,HK232,BMG0719V1063
3SBio Inc,2015/6/5,2015/1/27,KYG8875G1029,1530,2834,3SBio Inc,2,bioinc,8,Uni-Bio Science Group,Uni-Bio Science Group,UNI-BIO SCIENCE GROUP,K:NSPR,2001/11/12,14765E,HK690,KYG9198H1406
AAG Energy Holdings Ltd,2015/6/17,2015/2/10,KYG000371040,2686,2869,AAG Energy Holdings Ltd,3,aagerys,8,Asia Grocery Distribution,Asia Grocery Distribution,ASIA GROCERY DS.,K:ASGR,2017/4/13,9059KE,HK8413,KYG0R20R1005
Pa Shun Pharm Intl Hldg Ltd,2015/6/17,2015/6/9,KYG693781000,574,2835,Pa Shun Pharm Intl Hldg Ltd,2,shunpharm,6,Sihuan Pharmaceutical Holdings Group,Sihuan Pharmaceutical Holdings Group,SIHUAN PHARM.HDG.GP.,K:SPH,2010/10/28,70895V,HK460,BMG8162K1137
Red Star Macalline Grp Corp,2015/6/19,2014/10/21,CNE100001ZS2,1528,5712,Red Star Macalline Grp Corp,7,strmacal,7,Astrum Financial Holdings,Astrum Financial Holdings,ASTRUM FINL.HDG.,K:ASFN,2016/7/14,7720DX,HK8333,KYG059551021
China Railway Signal & Commun,2015/8/1,2015/1/14,CNE1000021L3,3969,3669,China Railway Signal & Commun,6,chinarala,6,China Overseas Land and Investment,China Overseas Land and Investment,CHINA OS.LD.& INV.,K:COLI,1992/8/20,316071,HK688,HK0688002218
LEAP Holdings Group Ltd,2015/9/1,2015/8/21,KYG541561075,1499,1623,LEAP Holdings Group Ltd,1,leas,11,Link Real Estate Investment Trust,Link Real Estate Investment Trust,LINK RL.EST.INV.TST.,K:LREI,2005/11/25,298493,HK823,HK0823032773
LC Group Holdings Ltd,2015/9/7,2015/8/21,KYG5408K1058,1683,7389,LC Group Holdings Ltd,0,lcs,12,Alibaba Pictures Group,Alibaba Pictures Group,ALIBABA PICTURES GROUP,K:INTC,1994/5/12,362461,HK1060,BMG0171W1055
IMAX China Holding Inc,2015/9/30,2015/5/28,KYG476341030,1970,7832,IMAX China Holding Inc,1,imaxin,5,Imax China Holding,Imax China Holding,IMAX CHINA HOLDING,K:IMXC,2015/10/8,9935D8,HK1970,KYG476341030
Lanzhou Zhuangyuan Pasture Co,2015/10/14,2015/9/30,CNE100002326,1533,2023,Lanzhou Zhuangyuan Pasture Co,5,anzhouuang,5,Yangzhou Guangling District Taihe Rural MCFN 'H',Yangzhou Guangling District Taihe Rural MCFN 'H',YANGZHOU GUANGLING DST. TAIHE RUR.MCFN.'H',K:YZGD,2017/5/8,9066XV,HK8252,CNE100002FL7
Jiyi Hsehld Intl Hldg Ltd,2015/11/5,2015/10/27,KYG5139R1065,1495,1521,Jiyi Hsehld Intl Hldg Ltd,0,jiyihsehld,3,Jiyi Household International Holdings,Jiyi Household International Holdings,JIYI HOUSEHOLD INTL.HDG.,K:JIYI,2015/11/6,8699Z2,HK1495,KYG5139R1065
Wenzhou Kangning Hosp Co Ltd,2015/11/16,2015/7/15,CNE100002383,2120,8062,Wenzhou Kangning Hosp Co Ltd,6,nzhouangi,6,Yangzhou Guangling District Taihe Rural MCFN 'H',Yangzhou Guangling District Taihe Rural MCFN 'H',YANGZHOU GUANGLING DST. TAIHE RUR.MCFN.'H',K:YZGD,2017/5/8,9066XV,HK8252,CNE100002FL7
Flat Glass Group Co Ltd,2015/11/20,2015/7/20,CNE100002375,6865,3211,Flat Glass Group Co Ltd,3,latgla,9,Worldgate Global Logistics,Worldgate Global Logistics,WORLDGATE GLB.LOGIST.,K:WGLL,2016/7/6,7715GC,HK8292,NA
China Energy Engineering Corp,2015/12/3,2014/12/19,CNE1000023C8,3996,1522,China Energy Engineering Corp,4,chinaenergy,3,China Unienergy Group,China Unienergy Group,CHINA UNIENERGY GP.,K:CUGL,2016/7/13,7720F1,HK1573,KYG212081064
Clear Lift Holdings Ltd,2015/12/9,2015/11/30,,1341,1522,Clear Lift Holdings Ltd,3,clrlifs,8,Colour Life Services Group,Colour Life Services Group,COLOUR LIFE SERVICES GP.,K:CLLS,2014/6/30,8702T1,HK1778,KYG229151058
NNK Group Ltd,2016/1/6,2015/9/29,KYG654091076,3773,7375,NNK Group Ltd,0,nnk,12,China-Hong Kong Photo Products Holdings,China-Hong Kong Photo Products Holdings,CHINA-HK.PHO.PRDS.HDG.,K:CHKP,1994/9/19,140463,HK1123,BMG2106Y1075
K.H. Group Holdings Ltd,2016/3/17,2016/3/7,,1557,1522,K.H. Group Holdings Ltd,2,khs,12,Hong Kong Chinese,Hong Kong Chinese,HONG KONG CHINESE,K:HKCB,1992/10/12,316255,HK655,BMG4586T1036
Smit Holdings Ltd,2016/3/29,2015/9/23,KYG824001054,2239,7382,Smit Holdings Ltd,0,smits,7,Summit Ascent Holdings,Summit Ascent Holdings,SUMMIT ASCENT HOLDINGS,K:ARNH,1994/1/10,356933,HK102,BMG8565U1302
Chuan Holdings Ltd,2016/6/7,2016/4/19,,1420,1521,Chuan Holdings Ltd,0,chuans,9,Suchuang Gas Corporation,Suchuang Gas Corporation,SUCHUANG GAS CORPORATION,K:SGCL,2015/3/11,9336DJ,HK1430,KYG854421040
Plover Bay Technologies Ltd,2016/7/12,2016/3/18,KYG713321035,1523,4812,Plover Bay Technologies Ltd,4,ploverbayno,4,Plover Bay Technologies,Plover Bay Technologies,PLOVER BAY TECHS.,K:PLVR,2016/7/13,7720DY,HK1523,KYG713321035
Xinhua Winshare Publishing &,2016/7/25,2013/1/16,CNE1000004B0,811,5942,Xinhua Winshare Publishing &,6,ihuanhare,6,Sihuan Pharmaceutical Holdings Group,Sihuan Pharmaceutical Holdings Group,SIHUAN PHARM.HDG.GP.,K:SPH,2010/10/28,70895V,HK460,BMG8162K1137
Shun Wo Group Holdings Ltd,2016/9/27,2016/5/30,KYG811921090,1591,1799,Shun Wo Group Holdings Ltd,1,shunos,9,Shun Ho Property Investments,Shun Ho Property Investments,SHUN HO PR.INVS.,K:SHUN,1988/6/1,938603,HK219,HK0219009344
Honma Golf Ltd,2016/9/29,2016/5/25,JP3854800004,6858,3949,Honma Golf Ltd,2,hongolf,8,Hong Kong Lfse and Technologies Group,Hong Kong Lfse and Technologies Group,HONG KONG LFSE.&.TECHS. GROUP,K:NCMD,2002/3/7,15256J,HK8085,KYG4642K1040
Janco Holdings Ltd,2016/10/6,2016/4/27,,8035,4731,Janco Holdings Ltd,0,jancos,9,Jujiang Construction Group Company 'H',Jujiang Construction Group Company 'H',JUJIANG CONSTRUCTION GP. CO.'H',K:JUJI,2016/1/12,8830VU,HK1459,CNE100002417
IBI Group Holdings Ltd,2016/10/13,2016/6/21,KYG469041019,1547,1799,IBI Group Holdings Ltd,0,ibis,11,Alibaba Pictures Group,Alibaba Pictures Group,ALIBABA PICTURES GROUP,K:INTC,1994/5/12,362461,HK1060,BMG0171W1055
Chong Kin Group Holdings Ltd,2016/10/14,2016/7/5,KYG2119N1060,1609,3272,Chong Kin Group Holdings Ltd,1,hongkins,7,Hong Kong Chinese,Hong Kong Chinese,HONG KONG CHINESE,K:HKCB,1992/10/12,316255,HK655,BMG4586T1036
