issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LCS,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Ralink Technology Corp,2008/3/25,2008/3/25,TW0003534004,3534,3674,Ralink Technology Corp,ralink,Ralink Technology,Ralink Technology,RALINK TECHNOLOGY,TW:RLK,2008/4/8,41590R,T3534,TW0003534004
Sintronic Technology Inc,2008/4/17,2008/4/17,TW0003536009,3536,3641,Sintronic Technology Inc,sintronic,Silicon Optronics,Silicon Optronics,SILICON OPTRONICS,TW:SOX,2007/4/18,50973E,T3530,TW0003530002
Solartech Energy Corp,2008/11/28,2008/6/30,TW0003561007,3561,3674,Solartech Energy Corp,solartechenergy,Solartech Energy,Solartech Energy,SOLARTECH ENERGY,TW:SRP,2008/12/5,50929H,T3561,TW0003561007
Hai Kwang Enterprise Corp,2008/12/2,2008/8/18,TW0002038007,2038,3312,Hai Kwang Enterprise Corp,haikwangenterpr,Hai Kwang Enterprise,Hai Kwang Enterprise,HAI KWANG ENTERPRISE,TW:HKE,2008/12/30,51521L,T2038,TW0002038007
CSBC Corp,2008/12/4,2008/6/14,TW0002208006,2208,3731,CSBC Corp,csbc,CSBC Taiwan,CSBC Taiwan,CSBC TAIWAN,TW:CAN,2008/12/22,54472K,T2208,TW0002208006
Neo Solar Power Corp,2009/1/6,2008/12/30,TW0003576005,3576,3674,Neo Solar Power Corp,neosolarpower,Neo Solar Power,Neo Solar Power,NEO SOLAR POWER,TW:NSP,2009/1/12,51337X,T3576,TW0003576005
Shiny Chemical Indl Co Ltd,2009/2/20,2008/10/31,TW0001773000,1773,2869,Shiny Chemical Indl Co Ltd,shinychemical,Shiny Chemical Industrial,Shiny Chemical Industrial,SHINY CHEMICAL INDL.,TW:SCD,2009/2/27,51697U,T1773,TW0001773000
Arcadyan Technology Corp,2009/3/4,2008/2/27,TW0003596003,3596,3663,Arcadyan Technology Corp,arcadyan,Arcadyan Technology,Arcadyan Technology,ARCADYAN TECHNOLOGY,TW:ARY,2009/3/11,51612F,T3596,TW0003596003
Logah Technology Corp,2009/3/9,2008/5/30,TW0003593000,3593,3674,Logah Technology Corp,logah,Logah Technology,Logah Technology,LOGAH TECHNOLOGY,TW:LOG,2009/3/16,51369P,T3593,TW0003593000
Dynamic Electronics Co Ltd,2009/3/10,2008/6/27,TW0006251002,6251,3672,Dynamic Electronics Co Ltd,dynamics,Dynamic Precision Industry,Dynamic Precision Industry,DYNAMIC PRECISION IND.,TW:DYP,2001/2/2,13052P,T8928,TW0008928003
Array Networks Inc,2009/5/13,2009/5/13,TW0003664009,3664,7372,Array Networks Inc,aanetworks,Alpha Networks,Alpha Networks,ALPHA NETWORKS,TW:ANI,2004/12/20,29830F,T3380,TW0003380002
TrendChip Technologies Corp,2009/6/11,2009/2/27,TW0003614004,3614,3674,TrendChip Technologies Corp,trendchiptechno,Trendchip Technologies,Trendchip Technologies,TRENDCHIP TECHNOLOGIES,TW:TRN,2009/6/18,53642E,T3614,TW0003614004
Hiwin Technologies Corp,2009/6/19,2008/12/1,TW0002049004,2049,3451,Hiwin Technologies Corp,hiwintechnologi,Hiwin Technologies,Hiwin Technologies,HIWIN TECHNOLOGIES,TW:HIW,2009/6/26,50879C,T2049,TW0002049004
Leadtrend Technology Corp,2009/8/6,2009/4/2,TW0003588000,3588,3674,Leadtrend Technology Corp,leadtrend,Leadtrend Technology,Leadtrend Technology,LEADTREND TECHNOLOGY,TW:LTR,2007/10/24,51612K,T3588,TW0003588000
Entire Technology Co Ltd,2009/8/19,2009/6/26,TW0003573002,3573,3679,Entire Technology Co Ltd,entire,Neng TYI Precision Industries,Neng TYI Precision Industries,NENG TYI PRECISION INDS.,TW:NTY,2007/7/25,36277H,T3512,TW0003512000
Coxon Precise Industrial Co,2009/10/21,2009/6/27,TW0003607008,3607,2821,Coxon Precise Industrial Co,coxonprecise,Coxon Precise Industrial,Coxon Precise Industrial,COXON PRECISE INDL.,TW:CPR,2009/10/28,51662Q,T3607,TW0003607008
Jentech Precision Industrial,2009/11/11,2009/7/22,TW0003653002,3653,3674,Jentech Precision Industrial,jentechprecisio,Jentech Precision Industrial,Jentech Precision Industrial,JENTECH PRECISION INDL.,TW:JPI,2009/11/18,54558H,T3653,TW0003653002
Cyberpower Systems Inc,2009/12/16,2009/9/16,TW0003617007,3617,3674,Cyberpower Systems Inc,cyberpowersyste,Cyberpower Systems,Cyberpower Systems,CYBERPOWER SYSTEMS,TW:CYS,2009/12/23,53641X,T3617,TW0003617007
San Chih Semiconductor Co Ltd,2009/12/16,2009/9/28,TW0003579009,3579,3674,San Chih Semiconductor Co Ltd,sanchihsemicond,San Chih Semiconductor,San Chih Semiconductor,SAN CHIH SEMICON.,TW:SNH,2009/12/23,51476D,T3579,TW0003579009
Taiwan PCB Techvest Co Ltd,2009/12/18,2009/9/27,TW0008213000,8213,3672,Taiwan PCB Techvest Co Ltd,taiwanpcbtechve,Taiwan PCB Techvest,Taiwan PCB Techvest,TAIWAN PCB TECHVEST,TW:PCT,2009/12/25,30743P,T8213,TW0008213000
Abnova Corp,2009/12/21,2009/8/20,TW0004133004,4133,2836,Abnova Corp,abnova,Abnova (Taiwan),Abnova (Taiwan),ABNOVA (TAIWAN),TW:ABN,2009/12/28,53812P,T4133,TW0004133004
Integrated Memory Logic Ltd,2010/5/11,2008/8/23,KYG479511019,3638,3674,Integrated Memory Logic Ltd,integratedmemor,Integrated Memory Logic,Integrated Memory Logic,INTEGRATED MEMORY LOGIC,TW:IML,2010/5/18,69312U,T3638,KYG479511019
Star Comgistic Capital Co Ltd,2010/6/11,2010/3/22,TW0004930003,4930,3634,Star Comgistic Capital Co Ltd,starcomgisticca,Star Comgistic Capital,Star Comgistic Capital,STAR COMGISTIC CAPITAL,TW:STA,2010/6/21,69588T,T4930,TW0004930003
Danen Technology Corp,2010/7/13,2010/4/13,TW0003686002,3686,3674,Danen Technology Corp,danen,Advanced Semiconductor Engineering,Advanced Semiconductor Engineering,ADVANCED SEMICON.ENGR.,TW:ASE,1989/7/19,540324,T2311,TW0002311008
J Touch Corp,2010/7/20,2010/4/16,TW0003584009,3584,3679,J Touch Corp,jtouch,J Touch,J Touch,J TOUCH,TW:JCO,2010/7/27,51347N,T3584,TW0003584009
Nuvoton Technology Corp,2010/9/17,2010/5/27,TW0004919006,4919,3674,Nuvoton Technology Corp,nuvoton,Nuvoton Technology,Nuvoton Technology,NUVOTON TECHNOLOGY,TW:NTC,2010/1/29,68918D,T4919,TW0004919006
TPK Holding Co Ltd,2010/10/22,2010/1/19,,3673,3675,TPK Holding Co Ltd,tpkholding,TPK Holding,TPK Holding,TPK HOLDING,TW:TPK,2010/10/29,72418T,T3673,KYG898431096
Copartner Technology Corp,2010/11/3,2010/4/13,TW0003550000,3550,3357,Copartner Technology Corp,copartner,Copartner Technology,Copartner Technology,COPARTNER TECHNOLOGY,TW:COT,2010/11/10,51639V,T3550,TW0003550000
BenQ Materials Corp,2010/11/5,2010/6/17,TW0008215005,8215,3674,BenQ Materials Corp,benqmaterials,Benq Materials,Benq Materials,BENQ MATERIALS,TW:BMC,2010/11/12,31160E,T8215,TW0008215005
Gourmet Master Co Ltd,2010/11/15,2010/6/29,KYG4002A1004,2723,5812,Gourmet Master Co Ltd,gourmetmaster,Gourmet Master,Gourmet Master,GOURMET MASTER,TW:GOM,2010/11/22,72852U,T2723,KYG4002A1004
Wisdom Marine Lines Co Ltd,2010/11/24,2010/7/19,KYG9721M1033,2637,4412,Wisdom Marine Lines Co Ltd,wisdommarinelin,Wisdom Marine Lines,Wisdom Marine Lines,WISDOM MARINE LINES,TW:MAR,2010/12/1,725689,T2637,KYG9721M1033
Airtac Intl Grp,2010/12/6,2010/11/11,,1590,3594,Airtac Intl Grp,airtacgrp,Airtac International Group,Airtac International Group,AIRTAC INTERNATIONAL GP.,TW:AIG,2010/12/13,72968J,T1590,KYG014081064
Chernan Metal Industrial Corp,2010/12/13,2009/9/1,TW0003631008,3631,3356,Chernan Metal Industrial Corp,chernanmetal,Chernan Metal Industrial,Chernan Metal Industrial,CHERNAN METAL INDUSTRIAL,TW:RNA,2010/12/20,54308X,T3631,TW0003631008
MStar Semiconductor Inc,2010/12/17,2010/8/20,KYG6320A1004,3697,3674,MStar Semiconductor Inc,mstarsemiconduc,Mstar Semiconductor,Mstar Semiconductor,MSTAR SEMICONDUCTOR,TW:SEM,2010/12/24,74006V,T3697,KYG6320A1004
Apacer Technology Inc,2010/12/22,2010/6/14,TW0008271008,8271,3674,Apacer Technology Inc,apacer,Apac Opto Electronics,Apac Opto Electronics,APAC OPTO ELTN.,TW:AOE,2002/2/27,15229X,T4908,TW0004908009
Ili Technology Corp,2011/1/4,2010/9/27,TW0003598009,3598,3674,Ili Technology Corp,ili,Taiwan Leader Biotechnology,Taiwan Leader Biotechnology,TAIWAN LEADER BIOTECH,TW:LDB,2016/1/14,8839TW,T8490,TW0008490004
Formosa Laboratories Inc,2011/2/21,2010/3/25,TW0004746003,4746,2819,Formosa Laboratories Inc,formosalaborato,Formosa Laboratories,Formosa Laboratories,FORMOSA LABORATORIES,TW:FRM,2011/3/1,69953U,T4746,TW0004746003
Champion Microelectronic Corp,2011/3/14,2010/10/25,TW0003257002,3257,3674,Champion Microelectronic Corp,championmicroel,Champion Microelectronic,Champion Microelectronic,CHAMPION MICROELECTRONIC,TW:CNM,2011/3/21,75578C,T3257,TW0003257002
Bizlink Holding Inc,2011/4/18,2010/10/29,KYG114741062,3665,3674,Bizlink Holding Inc,bizlinkholding,Bizlink Holding,Bizlink Holding,BIZLINK HOLDING,TW:BZL,2011/4/21,75751H,T3665,KYG114741062
AzureWave Technologies Inc,2011/4/25,2010/6/28,TW0003694006,3694,3674,AzureWave Technologies Inc,azurewavetechno,Azurewave Technologies,Azurewave Technologies,AZUREWAVE TECHS.,TW:AZU,2011/5/3,69234R,T3694,TW0003694006
Chia Chang Co Ltd,2011/6/20,2011/2/16,TW0004942008,4942,3674,Chia Chang Co Ltd,chiachang,Chia Chang,Chia Chang,CHIA CHANG,TW:CIA,2010/5/6,69295P,T4942,TW0004942008
Global Lighting Technology Inc,2011/7/21,2011/3/4,KYG3931M1024,4935,3679,Global Lighting Technology Inc,globallighting,Global Lighting Technologies,Global Lighting Technologies,GLOBAL LIGHTING TECHS.,TW:GLT,2011/7/28,77464N,T4935,KYG3931M1024
Asia Plastic Recycling Hldg,2011/8/10,2011/4/25,KYG0539R1039,1337,2869,Asia Plastic Recycling Hldg,asiaplasticrecy,Asia Plastic Recycling Holding,Asia Plastic Recycling Holding,ASIA PLASTIC RCYC.HLDG.,TW:ARH,2011/7/1,77449J,T1337,KYG0539R1039
AVer Information Inc,2011/8/18,2011/4/28,TW0003669008,3669,7372,AVer Information Inc,averinformation,Aver Information,Aver Information,AVER INFORMATION,TW:ARM,2009/7/15,68917X,T3669,TW0003669008
Huga Optotech Inc,2011/9/1,2010/10/28,TW0008199001,8199,3674,Huga Optotech Inc,hugaoptotech,Huga Optotech,Huga Optotech,HUGA OPTOTECH,TW:HUG,2004/4/15,31106K,T8199,TW0008199001
Tai Tung Communication Co Ltd,2011/9/9,2010/10/20,TW0008011008,8011,3357,Tai Tung Communication Co Ltd,taitungcommunic,Tai Tung Communication,Tai Tung Communication,TAI TUNG COMM.,TW:TTG,2010/1/26,257202,T8011,TW0008011008
Coland Holdings Ltd,2011/9/28,2011/9/28,KYG2379A1094,4144,2834,Coland Holdings Ltd,colandholdings,Coland Holdings,Coland Holdings,COLAND HOLDINGS,TW:COH,2011/10/5,77793T,T4144,KYG2379A1094
Taimide Tech Inc,2011/9/28,2011/4/28,TW0003645008,3645,2671,Taimide Tech Inc,taiitech,Tai-Ling Biotechnology,Tai-Ling Biotechnology,TAI-LING BIOTECH,TW:TAL,2016/2/26,8933Y6,T8496,TW0008496001
Chi Mei Materials Technology,2011/10/17,2011/4/26,TW0004960000,4960,3679,Chi Mei Materials Technology,chimeimaterials,Chi Mei Materials Technology,Chi Mei Materials Technology,CHI MEI MATERIALS TECH.,TW:CRX,2010/8/30,70108W,T4960,TW0004960000
Epileds Technologies Inc,2011/10/17,2011/5/23,TW0004956008,4956,3674,Epileds Technologies Inc,epiledstechnolo,Epileds Technologies,Epileds Technologies,EPILEDS TECHNOLOGIES,TW:ETI,2010/10/25,774515,T4956,TW0004956008
Taiwan Enterprise(Cayman)Co,2011/10/17,2010/1/28,KYG8661M1078,5906,2329,Taiwan Enterprise(Cayman)Co,taianenterpris,Tainan Enterprises,Tainan Enterprises,TAINAN ENTERPRISES,TW:TNE,1999/4/15,691412,T1473,TW0001473007
Kingcan Holdings Ltd,2011/10/25,2011/5/30,KYG525911072,8411,3411,Kingcan Holdings Ltd,kingcanholdings,Kingcan Holdings,Kingcan Holdings,KINGCAN HOLDINGS,TW:KHL,2009/12/17,68876W,T8411,KYG525911072
TransAsia Airways Corp,2011/10/25,2011/6/28,TW0006702004,6702,4512,TransAsia Airways Corp,transasiaairway,Transasia Airways,Transasia Airways,TRANSASIA AIRWAYS,TW:TAQ,2010/11/12,77452M,T6702,TW0006702004
G-TECH Optoelectronics Corp,2011/11/16,2011/2/25,TW0003149001,3149,3674,G-TECH Optoelectronics Corp,choptoelect,Chi Mei Optoelectronics,Chi Mei Optoelectronics,CHI MEI OPTOELECTRONICS,TW:CMO,2002/8/26,26146C,T3009,TW0003009007
Keysheen(Cayman)Hldg Co Ltd,2011/11/29,2011/5/25,KYG525341072,8427,2531,Keysheen(Cayman)Hldg Co Ltd,keysheen(cayman,Keysheen (Cayman) Holdings,Keysheen (Cayman) Holdings,KEYSHEEN (CAYMAN) HDG.,TW:KCY,2011/12/6,86516M,T8427,KYG525341072
KO JA(CAYMAN)Co Ltd,2011/12/19,2011/7/22,KYG530791022,5215,5045,KO JA(CAYMAN)Co Ltd,koja(cayman),Ko JA (Cayman),Ko JA (Cayman),KO JA (CAYMAN),TW:KOJ,2011/12/26,86589N,T5215,KYG530791022
Zhen Ding Tech Hldg Ltd,2011/12/19,2011/8/25,KYG989221000,4958,3672,Zhen Ding Tech Hldg Ltd,zhendinghld,Zhen Ding Technology Holding,Zhen Ding Technology Holding,ZHEN DING TECH.HOLDING,TW:ZHE,2011/12/26,86589M,T4958,KYG989221000
Wowprime Corp,2012/2/29,2011/10/30,TW0002727005,2727,5812,Wowprime Corp,wowprime,Wowprime,Wowprime,WOWPRIME,TW:WCP,2011/4/29,77450R,T2727,TW0002727005
Chateau Intl Dvlp Co Ltd,2012/3/7,2011/8/14,TW0002722006,2722,7011,Chateau Intl Dvlp Co Ltd,chateaudvlp,Chateau International Development,Chateau International Development,CHATEAU INTL.DEVELOPMENT,TW:CID,2009/9/17,69903K,T2722,TW0002722006
Rotam Global AgroSciences Ltd,2012/4/18,2011/9/15,KYG7644E1098,4141,2879,Rotam Global AgroSciences Ltd,rotamglobalagro,Rotam Global Agrosciences,Rotam Global Agrosciences,ROTAM GLB.AGROSCIENCES,TW:ROT,2012/4/25,87074D,T4141,KYG7644E1098
Yeong Guan Energy Tech Grp Co,2012/4/20,2010/9/27,KYG984291065,1589,3312,Yeong Guan Energy Tech Grp Co,yeongguanenergy,Yeong Guan Energy Technology Group,Yeong Guan Energy Technology Group,YEONG GUAN EN.TECH.GP.,TW:YEO,2012/4/27,87083V,T1589,KYG984291065
Adimmune Corp,2012/4/25,2011/9/27,TW0004142005,4142,2836,Adimmune Corp,adimmune,Adimmune,Adimmune,ADIMMUNE,TW:ADN,2010/9/29,77319N,T4142,TW0004142005
Grand Ocean Retail Group Ltd,2012/5/30,2010/12/20,KYG4064G1029,5907,5311,Grand Ocean Retail Group Ltd,grandoceanretai,Grand Ocean Retail Group,Grand Ocean Retail Group,GRAND OCEAN RETAIL GP.,TW:GOZ,2012/6/6,87217X,T5907,KYG4064G1029
Fulgent Sun Intl(Hldg)Co Ltd,2012/10/11,2012/4/20,KYG291021031,9802,3021,Fulgent Sun Intl(Hldg)Co Ltd,fulgentsun(,Fulgent Sun International (Holding),Fulgent Sun International (Holding),FULGENT SUN INTL.(HLDG.),TW:FLS,2012/10/18,87746Q,T9802,KYG368891068
CHC Healthcare Group,2012/10/17,2011/11/21,TW0004164009,4164,3842,CHC Healthcare Group,chchealthcare,CHC Healthcare,CHC Healthcare,CHC HEALTHCARE,TW:CYY,2011/10/18,77827W,T4164,TW0004164009
Eastern Technologies Holding,2012/10/29,2011/6/16,KYG291021031,5225,3651,Eastern Technologies Holding,arntechnolo,Paragon Technologies,Paragon Technologies,PARAGON TECHNOLOGIES,TW:PRG,2007/11/28,36284T,T3518,TW0003518007
Calin Technology Co Ltd,2012/11/13,2012/4/26,TW0004976006,4976,3827,Calin Technology Co Ltd,calin,Medical Imaging,Medical Imaging,MEDICAL IMAGING,TW:MIM,2017/6/26,91074D,T6637,TW0006637002
ASMedia Technology Inc,2012/12/5,2012/7/15,TW0005269005,5269,3674,ASMedia Technology Inc,asmedia,Asmedia Technology,Asmedia Technology,ASMEDIA TECHNOLOGY,TW:ASM,2012/1/12,86648X,T5269,TW0005269005
Hiroca Holdings Ltd,2012/12/12,2012/3/8,KYG451001070,1338,3714,Hiroca Holdings Ltd,hirocaholdings,Hiroca Holdings,Hiroca Holdings,HIROCA HOLDINGS,TW:HRD,2010/10/13,77319P,T1338,KYG451001070
Jinli Group Holdings Ltd,2012/12/13,2012/6/27,KYG513871015,8429,2339,Jinli Group Holdings Ltd,jinligroupholdi,Jinli Group Holdings,Jinli Group Holdings,JINLI GROUP HOLDINGS,TW:JNI,2012/11/14,87818T,T8429,KYG513871015
Casetek Holdings Ltd,2013/1/18,2012/10/3,KYG193031096,5264,3699,Casetek Holdings Ltd,casetekholdings,Casetek Holdings,Casetek Holdings,CASETEK HOLDINGS,TW:CSL,2013/1/25,88044V,T5264,KYG193031096
Scientech Corp,2013/3/5,2012/6/27,TW0003583001,3583,3674,Scientech Corp,scientech,Scientech,Scientech,SCIENTECH,TW:SCF,2012/4/23,87058E,T3583,TW0003583001
Airmate(Cayman)International,2013/3/14,2012/10/4,KYG0135T1076,1626,3634,Airmate(Cayman)International,airmate(cayman),Airmate (Cayman) International,Airmate (Cayman) International,AIRMATE (CAYMAN) INTL.,TW:AYY,2012/10/2,87686N,T1626,KYG0135T1076
Nan Liu Enterprise Co Ltd,2013/4/29,2012/12/18,TW0006504004,6504,2211,Nan Liu Enterprise Co Ltd,nanliuenterpris,Nan Liu Enterprise,Nan Liu Enterprise,NAN LIU ENTERPRISE,TW:NLE,2002/12/26,51533N,T6504,TW0006504004
Lion Travel Service Co Ltd,2013/9/14,2013/7/26,TW0002731007,2731,4724,Lion Travel Service Co Ltd,liontravelservi,Lion Travel Service,Lion Travel Service,LION TRAVEL SERVICE,TW:LVV,2012/10/23,87764L,T2731,TW0002731007
Ta Liang Technology Co Ltd,2013/10/14,2012/8/3,TW0003167003,3167,3599,Ta Liang Technology Co Ltd,taliang,Taliang Technology,Taliang Technology,TALIANG TECHNOLOGY,TW:TLL,2004/4/23,30865R,T3167,TW0003167003
Sanitar Co Ltd,2013/10/17,2012/3/20,TW0001817005,1817,3431,Sanitar Co Ltd,sanitar,Sanitar,Sanitar,SANITAR,TW:SXR,2011/8/22,77568Q,T1817,TW0001817005
FocalTech Corp Ltd,2013/11/1,2013/4/30,KYG3606Y1008,5280,3674,FocalTech Corp Ltd,focaltech,Focaltech Systems,Focaltech Systems,FOCALTECH SYSTEMS,TW:ORS,2007/7/3,50761H,T3545,TW0003545000
PCL Technologies Inc,2013/11/13,2013/3/26,KYG6956N1034,4977,3674,PCL Technologies Inc,ctechnologies,CVC Technologies,CVC Technologies,CVC TECHNOLOGIES,TW:CVC,2009/5/27,67705N,T4744,TW0004744008
Pilot Electronics Corp,2013/11/14,2012/4/18,TW0004916002,4916,3577,Pilot Electronics Corp,pilos,TPG Biologics,TPG Biologics,TPG BIOLOGICS,TW:TPG,2015/3/18,9373MT,T6521,TW0006521008
Iron Force Industrial Co Ltd,2013/11/18,2013/3/29,TW0002228004,2228,3714,Iron Force Industrial Co Ltd,ironforce,Iron Force Industrial,Iron Force Industrial,IRON FORCE INDUSTRIAL,TW:IFI,2012/10/15,87723M,T2228,TW0002228004
Eson Precision Ind Co Ltd,2013/11/18,2013/5/29,KYG312361051,5243,3429,Eson Precision Ind Co Ltd,esonprecision,Eson Precision,Eson Precision,ESON PRECISION,TW:ESO,2013/11/25,93312L,T5243,KYG312361051
San Fu Chemical Co Ltd,2013/11/20,2013/5/13,TW0004755004,4755,2899,San Fu Chemical Co Ltd,sanfuchemical,San Fu Chemical,San Fu Chemical,SAN FU CHEMICAL,TW:SFK,2012/12/12,87911H,T4755,TW0004755004
Chlitina Holding Ltd,2013/11/20,2013/10/17,KYG211641017,4137,2844,Chlitina Holding Ltd,chlitinaholding,Chlitina Holding,Chlitina Holding,CHLITINA HOLDING,TW:CH,2013/11/27,93324X,T4137,KYG211641017
Onano Industrial Corp,2013/11/21,2013/4/9,TW0006405004,6405,3231,Onano Industrial Corp,onano,Union Bank of Taiwan,Union Bank of Taiwan,UNION BANK OF TAIWAN,TW:UBT,1996/1/4,887854,T2838,TW0002838000
Far Glory Hotel Co Ltd,2013/11/26,2013/3/26,TW0002712007,2712,7011,Far Glory Hotel Co Ltd,fargloryhotel,Far Glory Hotel,Far Glory Hotel,FAR GLORY HOTEL,TW:FGH,2012/12/27,879791,T2712,TW0002712007
Candmark Electroptics Co Ltd,2013/11/26,2013/6/7,TW0005259006,5259,3679,Candmark Electroptics Co Ltd,candrelectro,Chander Electronics,Chander Electronics,CHANDER ELECTRONICS,TW:CRL,2004/3/25,28724H,T8068,TW0008068008
Silergy Corp,2013/12/4,2013/7/30,KYG8190F1028,6415,3674,Silergy Corp,silergy,Silergy,Silergy,SILERGY,TW:SGY,2013/12/12,93782H,T6415,KYG8190F1028
Tong Ming Enterprise Co Ltd,2013/12/9,2013/7/16,KYG8919A1031,5538,3315,Tong Ming Enterprise Co Ltd,tongmingenterpr,Tong Ming Enterprise,Tong Ming Enterprise,TONG MING ENTERPRISE,TW:TIG,2013/12/16,91407L,T5538,KYG8919A1031
Lu Hai Holding Corp,2013/12/18,2013/7/8,KYG5700L1086,2115,3491,Lu Hai Holding Corp,luhaiholding,Lu Hai Holding,Lu Hai Holding,LU HAI HOLDING,TW:LUI,2013/12/25,8697GU,T2115,KYG5700L1086
TOPBI International Holdings,2013/12/23,2013/7/4,KYG8922A1085,2929,2369,TOPBI International Holdings,toholdings,Daito ME Holdings,Daito ME Holdings,DAITO ME HOLDINGS,TW:DMH,2016/1/8,8838CJ,T8455,KYG264101034
Victory New Materials Ltd Co,2014/1/7,2013/11/22,KYG935971054,1340,2899,Victory New Materials Ltd Co,victorynewmater,Victory New Materials,Victory New Materials,VICTORY NEW MATERIALS,TW:VNM,2013/12/6,93673M,T1340,KYG935971054
Green Seal Holding Ltd,2014/1/9,2013/12/3,KYG409711069,1262,2821,Green Seal Holding Ltd,greensealholdin,Green Seal Holding,Green Seal Holding,GREEN SEAL HOLDING,TW:GSE,2014/1/16,8702QX,T1262,KYG409711069
ChipMos Technologies Inc,2014/4/8,2013/6/17,TW0008150004,8150,8734,ChipMos Technologies Inc,chipmostechnolo,Chipmos Technologies,Chipmos Technologies,CHIPMOS TECHNOLOGIES,TW:CIT,2013/4/19,88314F,T8150,TW0008150004
Tsang Yow Industry Co Ltd,2014/5/7,2013/3/22,TW0001568004,1568,3711,Tsang Yow Industry Co Ltd,sangindustr,Sinkang Industries,Sinkang Industries,SINKANG INDS.,TW:SII,1996/5/3,887822,T2032,TW0002032000
Advanced Optoelectn Tech Inc,2014/7/2,2013/9/25,TW0003437000,3437,3674,Advanced Optoelectn Tech Inc,advancedoptoele,Advanced Optoelectronic Technology,Advanced Optoelectronic Technology,ADVANCED OPTOELECTRONIC TECHNOLOGY,TW:AWT,2013/6/25,32172C,T3437,TW0003437000
Aerospace Industrial Dvlp Corp,2014/8/20,2014/4/7,,2634,3728,Aerospace Industrial Dvlp Corp,aerospacedvl,Aerospace Industrial Development,Aerospace Industrial Development,AEROSPACE INDV.,TW:AID,2014/8/25,9061NL,T2634,TW0002634003
SHUI-MU International Co Ltd,2014/9/5,2012/8/17,TW0008443003,8443,3131,SHUI-MU International Co Ltd,shui-mu,Shui-MU International,Shui-MU International,SHUI-MU INTERNATIONAL,TW:SIX,2012/9/3,87501T,T8443,TW0008443003
Eurocharm Holdings Co Ltd,2014/9/18,2014/4/9,KYG314551014,5288,3714,Eurocharm Holdings Co Ltd,eurocharmholdin,Eurocharm Holdings,Eurocharm Holdings,EUROCHARM HOLDINGS,TW:EUC,2014/9/25,9114QP,T5288,KYG314551014
Enterex Intl,2014/10/8,2014/4/28,KYG316231045,1592,3714,Enterex Intl,eerexinl,Evertex Frabinology,Evertex Frabinology,EVERTEX FRABINOLOGY,TW:EDF,1999/5/21,691518,T1470,TW0001470003
Kuangli PhotoElec Tech Co Ltd,2014/11/27,2014/6/27,,6431,3679,Kuangli PhotoElec Tech Co Ltd,kuangliphotoele,Kuangli Photoelectric Technology,Kuangli Photoelectric Technology,KUANGLI PHOTOELECTRIC TECHNOLOGY,TW:KLP,2014/12/4,9224ZU,T6431,KYG532651075
Shunsin Tech Hldg Ltd,2015/1/19,2015/1/15,,6451,3674,Shunsin Tech Hldg Ltd,shunsinhldg,Shunsin Technology Holdings,Shunsin Technology Holdings,SHUNSIN TECH.HDG.,TW:SUS,2015/1/26,9297H5,T6451,KYG811801045
Aero Win,2015/1/20,2014/8/11,TW0008222001,8222,3724,Aero Win,aerowin,Aero Win Technology,Aero Win Technology,AERO WIN TECHNOLOGY,TW:ARW,2013/10/9,90600K,T8222,TW0008222001
Pharmally Intl Hldg Co Ltd,2015/3/20,2014/10/27,,6452,2834,Pharmally Intl Hldg Co Ltd,pharmallyhl,Pharmally International Holding Company,Pharmally International Holding Company,PHARMALLY INTERNATIONAL HLDG.CO.,TW:PIH,2015/3/25,9384CN,T6452,KYG7060F1019
Patec Precision Industry Co,2015/5/27,2014/10/28,,2236,5531,Patec Precision Industry Co,patecprecision,Patec Precision Industry,Patec Precision Industry,PATEC PRECISION INDUSTRY,TW:PPI,2015/6/3,95255X,T2236,KYG693691092
Gen Interface Solution (GIS),2015/6/5,2014/11/19,,6456,3678,Gen Interface Solution (GIS),generacsol,General Infc Solution GIS Holding,General Infc Solution GIS Holding,GENERAL INFC.SLN.GIS HLDG.,TW:SGH,2015/6/12,96602X,T6456,KYG3808R1011
