Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Entire Technology,ENTIRE TECHNOLOGY,TW:EIT,2009/8/26,51249E,T3573,TW0003573002
EON Silicon Solution,EON SILICON SOLUTION,TW:ESS,2004/12/2,31191R,T3411,TW0003411005
Epoch Energy Technology,EPOCH ENERGY TECHNOLOGY,TW:EPE,2007/3/29,50576H,T3472,TW0003472007
Etasis Electronics,ETASIS ELECTRONICS,TW:ETZ,2005/11/3,32856V,T3422,TW0003422002
Eva Technologies,EVA TECHNOLOGIES,TW:EVA,2006/10/13,412546,T3524,TW0003524005
Even Systems,EVEN SYSTEMS,TW:ESY,2014/7/31,8949UL,T6436,TW0006436009
Evergreen Construction,EVERGREEN CONSTRUCTION,TW:ECN,1998/1/16,675021,T5506,TW0005506000
Eversol,EVERSOL,TW:EVR,2009/2/27,67794R,T3647,TW0003647004
Exploit Technology,EXPLOIT TECHNOLOGY,TW:ETT,2007/10/31,51249C,NA,TW0003544003
EZ Travel,EZ TRAVEL,TW:EZT,2007/12/28,51484M,T2717,TW0002717006
Feeling Technology,FEELING TECHNOLOGY,TW:FGY,2009/2/27,32171M,T3291,TW0003291001
Fineart Technology,FINEART TECHNOLOGY,TW:FAC,2007/3/1,50064F,T3554,TW0003554002
First International Telecom,FIRST INTERNATIONAL TELECOM,28610V,2004/3/15,28610V,NA,NA
Focaltech,FOCALTECH,TW:FCL,2013/11/8,92226J,T5280,KYG3606Y1008
Formosa Epitaxy,FORMOSA EPITAXY,TW:FAE,2003/4/11,26962V,T3061,TW0003061008
Fortune Semiconductor,FORTUNE SEMICONDUCTOR,TW:FTS,2011/5/12,35924C,T3475,TW0003475000
Fuho Technology,FUHO TECHNOLOGY,TW:FHO,2007/10/1,51437P,T3568,TW0003568002
Full Rise Electronic,FULL RISE ELECTRONIC,TW:FRE,2003/1/6,26659M,T6211,TW0006211006
Genuine C&C,GENUINE C & C,TW:GEN,1999/4/16,691416,T5384,TW0005384002
George Okidi,GEORGE OKIDI,30446N,2005/3/7,30446N,NA,NA
Giga Solution Technology,GIGA SOLUTION TECH.,TW:GGS,2008/10/23,50832D,T3559,TW0003559001
GIO Optoelectronics,GIO OPTOELECTRONICS,TW:GOC,2010/2/22,69054W,T3610,TW0003610002
Go-in Engineering,GO-IN ENGINEERING,30446R,2005/3/4,30446R,NA,TW0002591005
Golden Sum Company,GOLDEN SUM CO.,31106C,2005/5/16,31106C,NA,TW0008361007
Great Well Technology,GREAT WELL TECH,TW:GRW,2003/12/22,30256L,NA,TW0008157009
Gwowei Technology,GWOWEI TECHNOLOGY,TW:GIT,2008/5/15,53676U,T4734,TW0004734009
Hedonist Biochemical,HEDONIST BIOCHEMICAL,31126C,2005/5/20,31126C,NA,TW0004118005
Hokuang Optics,HOKUANG OPTICS,TW:HOK,2004/5/26,28922Q,T3318,TW0003318002
Howarm Construction,HOWARM CONSTRUCTION,TW:HWC,1998/1/15,675022,T5505,TW0005505002
Ideal Elethermal,IDEAL ELETHERMAL,30831V,2005/4/12,30831V,NA,TW0003212007
ILI Technology,ILI TECHNOLOGY,TW:ILI,2011/1/11,67723E,T3598,TW0003598009
Imagic Technologies,IMAGIC TECHNOLOGIES,30865W,2005/4/20,30865W,NA,TW0003355004
Inotera Memories,INOTERA MEMORIES,TW:IMI,2006/3/17,32172D,T3474,TW0003474003
Issc Technologies,ISSC TECHNOLOGIES,TW:ISS,2012/1/16,86648W,T5261,TW0005261002
J Touch,J TOUCH,TW:JCO,2010/7/27,51347N,T3584,TW0003584009
Jeng Shiang,JENG SHIANG,69297H,2010/5/3,69297H,NA,NA
Jiin Ming Industrial,JIIN MING INDUSTRIAL,30726D,2005/3/22,30726D,NA,NA
JYA-NAY Company,JYA-NAY CO,31126D,2005/5/20,31126D,NA,TW0003344008
Kailay Engineering,KAILAY ENGINEERING,30903P,2005/4/27,30903P,NA,TW0002569001
Kent Industrial,KENT INDUSTRIAL,51562M,2008/1/22,51562M,NA,TW0006606007
Kingpak Technology,KINGPAK TECHNOLOGY,30710Q,2005/3/18,30710Q,NA,TW0008172008
Krom Electronics Company,KROM ELECTRONICS CO,31148T,2005/5/26,31148T,NA,TW0003240008
Kuang Ming Shipping,KUANG MING SHIPPING,TW:KMQ,2010/11/22,77450P,T2639,TW0002639002
Kuang Peng Construction,KUANG PENG CONSTRUCTION,TW:KPG,2012/12/18,87928D,T5541,TW0005541007
Kuo Ching Chemical,KUO CHING CHEMICAL,TW:KUC,2009/10/22,69233V,T1757,TW0001757003
Lead Type Precision Electronic,LEAD TYPE PRECISION ELT.,30923K,2005/5/2,30923K,NA,TW0003371001
League Alloy Company,LEAGUE ALLOY CO.,31192P,2005/6/7,31192P,NA,TW0001577005
Lightronik Technology,LIGHTRONIK TECHNOLOGY,30830L,2005/4/8,30830L,NA,TW0003343000
Longtek Scientific,LONGTEK SCIENTIFIC,31192T,2005/6/7,31192T,NA,TW0003394003
Lucy Belle Biological 'Unsupported',LUCY BELLE BIOLOGICAL 'UNSUPPORTED',30727C,2005/3/22,30727C,NA,TW0001794006
Luminous Town Electric,LUMINOUS TOWN ELECTRIC,30743R,2005/3/25,30743R,NA,TW0008218009
Lustrous Technology,LUSTROUS TECHNOLOGY,TW:LTU,2011/2/21,77452X,T4997,TW0004997002
Mandarin Technology,MANDARIN TECHNOLOGY,31148U,2005/5/26,31148U,NA,TW0003320008
Maxemil Photonics,MAXEMIL PHOTONICS,31131K,2005/5/24,31131K,NA,TW0003333001
MEC Imex,MEC IMEX,TW:MIX,2010/9/24,77449R,T4962,TW0004962006
Megic Corporation,MEGIC CORPORATION,30742P,2005/3/25,30742P,NA,TW0003365003
Microjet Technology,MICROJET TECHNOLOGY,TW:MTH,2003/12/18,30726R,T8197,TW0008197005
Microview Technology,MICROVIEW TECHNOLOGY,TW:MRO,2010/5/5,69295L,T4941,TW0004941000
MKS,MKS,TW:MKS,2008/1/29,35762H,T3507,TW0003507000
Mototech Inc,MOTOTECH INC,31193D,2005/6/7,31193D,NA,TW0008189002
Mustek Systems,MUSTEK SYSTEMS,TW:MUS,1997/1/31,887795,T2361,TW0002361003
Nan Kuo Catv,NAN KUO CATV,TW:NKC,2009/8/28,68580T,T8977,TW0008977000
Neoflex Technology,NEOFLEX TECHNOLOGY,31193E,2005/6/7,31193E,NA,TW0003404000
Nexsmart Technology,NEXSMART TECHNOLOGY,51661F,2008/2/19,51661F,NA,TW0003096004
Nits Technology 'Unsupported',NITS TECHNOLOGY 'UNSUPPORTED',35923W,2006/5/9,35923W,NA,TW0003469003
Norr Offshore Group,NORR OFFSHORE GROUP,TW:NOR,2013/7/24,89520D,T5279,KYG6596Q1029
Nuvision Technology,NUVISION TECHNOLOGY,30866W,2005/4/20,30866W,NA,TW0003331005
Ofuna Enterprise,OFUNA ENTERPRISE,30727D,2005/3/22,30727D,NA,TW0003241006
Ours Technology,OURS TECHNOLOGY,30741K,2005/3/25,30741K,NA,TW0003304002
P&F Brother IND,P&F BROTHER IND,30865U,2005/4/20,30865U,NA,TW0001571008
Pernase Enterprise,PERNASE ENTERPRISE,31191X,2005/6/7,31191X,NA,TW0003256004
Phoenix Silicon International,PHOENIX SILICON INTL.,51661J,2008/2/19,51661J,NA,NA
Power Source Energy,POWER SOURCE ENERGY,TW:PSL,2011/7/8,77450C,T5238,TW0005238000
Princo,PRINCO,TW:PRN,2005/1/20,29992F,T8053,TW0008053000
Procrystal Technology,PROCRYSTAL TECHNOLOGY,TW:PYT,2011/9/13,77638J,T5242,TW0005242002
Progressive Optoelectronics,PROGV.OPTOELECTRONICS,30917U,2005/5/2,30917U,NA,TW0003283008
Promax Johnton,PROMAX JOHNTON,30382U,2005/2/22,30382U,NA,TW0003133005
Promell Material Technology,PROMELL MATERIAL TECH.,TW:PMO,2012/12/28,87979X,T6406,TW0006406002
Protech Wheel Industry,PROTECH WHEEL INDUSTRY,32697X,2006/1/17,32697X,NA,TW0000222900
Qbas Technology,QBAS TECHNOLOGY,TW:QBA,2012/4/27,87083U,T5275,TW0005275002
Ralec Electronic,RALEC ELECTRONIC,TW:RAL,1998/12/16,675890,T2437,TW0002437001
Real Tone Technology Corporation,REAL TONE TECH CORP.,31193N,2005/6/7,31193N,NA,TW0003146007
Richtek Technology,RICHTEK TECHNOLOGY,TW:RIK,2003/10/21,27908H,T6286,TW0006286008
Saint-Fun International,SAINT-FUN INTERNATIONAL,TW:STF,2010/2/10,69023W,T4920,TW0004920004
Sanlih E Television,SANLIH E TELEVISION,31126E,2005/5/20,31126E,NA,TW0009956003
Secureuni Technologies,SECUREUNI TECHS.,TW:EUE,2004/6/21,29092V,T3330,TW0003330007
Shanghai Village Culinary,SHANGHAI VIL.CULINARY,TW:SVC,2014/11/28,9214U9,T2735,TW0002735008
Shing Yih Technology,SHING YIH TECHNOLOGY,30726L,2005/3/22,30726L,NA,TW0003233003
Silicon Motion,SILICON MOTION,32822F,2006/2/15,32822F,NA,NA
Silicon Motion Technology,SILICON MOTION TECH.,30403K,2005/2/25,30403K,NA,TW0008221003
Siltrontech Electronics,SILTRONTECH ELTN.,TW:STT,2002/1/28,15141Q,T6135,TW0006135007
Skanhex Technology,SKANHEX TECHNOLOGY,32607W,2005/12/23,32607W,NA,TW0008095001
Socle Technology,SOCLE TECHNOLOGY,31120D,2005/5/19,31120D,NA,TW0003381000
Star World Technology,STAR WORLD TECH.,TW:STR,2004/11/1,29602W,T8266,TW0008266008
Sunder Biomedical Technology,SUNDER BIOMEDICAL TECH,30403J,2005/2/25,30403J,NA,TW0004115001
Supertec Machinery,SUPERTEC MACHINERY,TW:SMI,2013/10/23,91434H,T4547,TW0004547005
Suyin,SUYIN,TW:SNC,2010/4/1,69297J,T3681,TW0003681003
Swenc Technology 'Unsupported',SWENC TECHNOLOGY 'UNSUPPORTED',TW:SWT,2007/10/29,51437R,NA,TW0003590006
Ta Chong Bank,TA CHONG BANK,TW:TBA,1996/1/30,887861,T2847,TW0002847001
Ta Chong Securities,TA CHONG SECURITIES,TW:THU,2005/9/26,31192R,T6022,TW0006022007
Ta-Ho Maritime,TA-HO MARITIME,TW:THM,2003/1/14,51575N,T6701,TW0006701006
Tennrich International,TENNRICH INTERNATIONAL,TW:TNI,2003/1/23,36125R,T8065,TW0008065004
Tera Xtal Technology,TERA XTAL TECHNOLOGY,TW:TXT,2010/9/24,77450F,T4969,TW0004969001
Test-Serv,TEST-SERV,TW:TSV,2004/1/15,28341N,T8079,TW0008079005
Thailin Semiconductor,THAILIN SEMICON.,TW:TLS,2000/10/31,297043,T5466,TW0005466007
Toptrend Technology,TOPTREND TECH,30710N,2005/3/18,30710N,NA,TW0003279006
Transasia Airways,TRANSASIA AIRWAYS,TW:TAQ,2010/11/12,77452M,T6702,TW0006702004
Trisco Technology,TRISCO TECHNOLOGY,30903Q,2005/4/27,30903Q,NA,TW0003223004
Tung Bao,TUNG BAO,TW:TBO,2013/7/11,89389F,T4758,TW0004758008
Twinwill Optronics,TWINWILL OPTRONICS,TW:TWO,2012/12/27,87958C,T5253,TW0005253009
Uni Light Technology 'Unsupported',UNI LIGHT TECHNOLOGY 'UNSUPPORTED',30923F,2005/5/2,30923F,NA,TW0008191008
Union Plus Technology,UNION PLUS TECHNOLOGY,TW:TQC,2004/6/9,28952X,T6250,TW0006250004
Univision Technology,UNIVISION TECHNOLOGY,30742H,2005/3/25,30742H,NA,TW0003370003
Uniwill Computer,UNIWILL COMPUTER,30725V,2005/3/22,30725V,NA,TW0008193004
VIC-Dawn Enterprise,VIC-DAWN ENTERPRISE,30742N,2005/3/25,30742N,NA,TW0003286001
VE Ticaret Electronics,VTC ELECTRONICS,TW:VTE,2004/4/27,31192H,T3307,TW0003307005
Web-Com Allied Technology,WEB-COM ALLIED TECH,31192M,2005/6/7,31192M,NA,TW0003179008
Wei Mon Industry,WEI MON INDUSTRY,TW:WOE,2000/3/10,280319,T8925,TW0008925009
Wellstech Optical,WELLSTECH OPTICAL,TW:WES,2013/10/14,91134T,T6429,TW0006429004
WUS Microelectronics Company,WUS MICROELECTRONICS CO.,30923P,2005/5/2,30923P,NA,TW0003328001
x'Pole Precision,X'POLE PRECISION,31191M,2005/6/7,31191M,NA,TW0001573004
Xantia,XANTIA,TW:SZR,2011/9/6,77601W,T4922,TW0004922000
Yang Hwa Technology,YANG HWA TECHNOLOGY,TW:MKL,1996/4/10,887817,T4703,TW0004703004
Yih-Dah,YIH-DAH,TW:YIH,2003/1/17,51661K,T9961,TW0009961003
Anncare Bio-Technology Center,ANNCARE BIO-TECH CENTER,TW:ABT,2010/8/25,77450E,T4140,TW0004140009
E-One Moli Energy,E-ONE MOLI ENERGY,TW:EON,2004/8/17,30866J,T3127,TW0003127007
I-See Vision Technology,I-SEE VISION TECHNOLOGY,TW:ICV,2012/12/27,879792,T4184,TW0004184007
Jingyue Microwave IC MFG,JINGYUE MICROWAVE IC MFG,TW:TCZ,2008/9/5,54134R,T3636,TW0003636007
Sunrise Global Solar Energy,SUNRISE GLB.SOLAR EN.,TW:SGS,2011/1/24,774522,T5217,TW0005217004
TEE Hwa Technology Company Limited,TEE HWA TECHNOLOGY CO. LTD,31293N,2005/6/27,31293N,NA,TW0003239000
Ty-OHM Electronic Works,TY-OHM ELECTRONIC WORKS,TW:TYO,2007/3/26,50576F,T3161,TW0003161006
United Fu Shen Chen Technology,UTD.FU SHEN CHEN TECH.,TW:APP,2000/11/16,281103,T5467,TW0005467005
Yung FA Steel and Iron,YUNG FA STEEL & IRON,30726T,2005/3/22,30726T,NA,TW0002060001
Gallop Number 1 Real Estate Investment Trust Fund,GALLOP NO.1 REIT.TST.FD.,TW:GNR,2007/5/15,50383X,NA,TW00001008T3
Aaeon Technology,AAEON TECHNOLOGY,TW:AAE,1999/9/27,691792,T2463,TW0002463007
Aceland,ACELAND,TW:ACL,1997/2/17,887901,T5503,TW0005503007
Acorp Electronics,ACORP ELECTRONICS,TW:AEL,2001/5/8,261813,T5497,TW0005497002
ADI,ADI,TW:ADI,1989/7/3,772069,T2304,TW0002304003
Aeco Technology,AECO TECHNOLOGY,TW:TOE,2001/10/22,14710E,T6119,TW0006119001
Aimtron Technology,AIMTRON TECHNOLOGY,TW:ATY,2005/7/5,30831U,T3298,TW0003298006
Ambit Microsystems,AMBIT MICROSYSTEMS,TW:AMM,1998/12/23,675912,T2386,TW0002386000
Antek Semiconductor,ANTEK SEMICON.,TW:ATI,2000/6/5,280903,T5436,TW0005436000
Arclite Optronics,ARCLITE OPTRONICS,TW:AOC,2010/2/8,68954X,T4929,TW0004929005
ASE Test,ASE TEST,TW:AST,1998/1/8,691439,T9101,TW0009101006
Asia Chemical Corporation,ASIA CHEMICAL CORP.,317518,1993/5/28,317518,NA,NA
Asia Securities,ASIA SECURITIES,TW:ASS,1997/11/7,871535,T6017,TW0006017007
Askey Computer,ASKEY COMPUTER,TW:ACO,1997/12/3,879259,T2366,TW0002366002
ATM Electronic,ATM ELECTRONIC,TW:AER,2005/7/4,32469M,T3423,TW0003423000
Auria Solar,AURIA SOLAR,TW:ASL,2010/12/29,77452T,T4992,TW0004992003
Bank Sinopac,BANK SINOPAC,TW:BSP,1996/1/18,865583,T2839,TW0002839008
Beyondpv,BEYONDPV,TW:BPV,2010/12/8,77449X,T4963,TW0004963004
Boser Technology,BOSER TECHNOLOGY,TW:BOS,2003/11/17,28025D,T3069,TW0003069001
Carplus Auto Leasing,CARPLUS AUTO LEASING,32171X,2005/10/24,32171X,NA,TW0008393000
Cathay Life Insurance,CATHAY LIFE INSURANCE,27580M,2003/9/12,27580M,NA,NA
Central Insurance,CENTRAL INSURANCE,TW:CIN,1996/10/2,887246,T2825,TW0002825007
Chantek Electronic,CHANTEK ELECTRONIC,TW:CEL,1997/12/8,879258,T5336,TW0005336002
Cheertek,CHEERTEK,TW:EER,2005/1/31,30064D,T3271,TW0003271003
Chief Construction,CHIEF CONSTRUCTION,TW:CCN,1994/10/3,140561,T2522,TW0002522000
China Rebar,CHINA REBAR,TW:CRE,1988/7/13,772055,T9801,TW0009801001
Chingis Technology,CHINGIS TECHNOLOGY,TW:CTP,2010/10/29,77450X,T3408,TW0003408001
Chun Hsin,CHUN HSIN,TW:CHS,1989/7/3,777081,T2902,TW0002902004
Chuntex Electronic,CHUNTEX ELECTRONIC,TW:CEC,1991/9/2,314960,T8715,TW0002320009
CIS Technology,CIS TECHNOLOGY,TW:CIS,1993/8/30,317709,T2326,TW0002326006
Compal Communications,COMPAL COMMUNICATIONS,TW:CPM,2003/12/9,28026V,T8078,TW0008078007
Compex International,COMPEX INTERNATIONAL,TW:COI,1997/12/8,879260,T9936,TW0009936005
Continental Engineering,CONTINENTAL ENGR.,TW:CEN,1994/11/2,140641,T2526,TW0002526001
Cotech Engineering,COTECH ENGR.,TW:CEG,2004/6/23,29084D,T2592,TW0002592003
Cyntec,CYNTEC,TW:CYT,2001/5/31,264411,T2452,TW0002452000
Cytopharm,CYTOPHARM,TW:CYH,2011/9/13,77601T,T4156,TW0004156005
Dahin,DAHIN,TW:DHN,1996/3/4,865412,T8711,TW0008711003
Delsolar,DELSOLAR,TW:DLS,2007/11/21,51476H,T3599,TW0003599007
Destiny Technology,DESTINY TECH.,TW:DES,2001/4/13,257305,T5494,TW0005494009
Digital United,DIGITAL UNITED,TW:DGU,2004/6/28,29131U,T3314,TW0003314001
Dinttap International,DINTTAP INTL.,TW:VON,2004/1/28,28399J,T6262,TW0006262009
DXG Technology,DXG TECHNOLOGY,TW:DXG,2005/8/3,32469H,T3435,TW0003435004
E-Cmos,E-CMOS,TW:ECM,2004/9/17,30742R,T3342,TW0003342002
Eagle Holdings,EAGLE HOLDINGS,TW:EAG,1989/7/3,777084,T1209,TW0001209005
Echem Solutions,ECHEM SOLUTIONS,TW:ECR,2010/8/10,77451Q,T4749,TW0004749007
Eden Technology,EDEN TECH.,TW:EDN,2002/2/27,152292,T6157,TW0006157001
Elitetron Electronic,ELITETRON ELECTRONIC,TW:EEC,2000/8/15,262275,T5448,TW0005448005
Ensure,ENSURE,TW:ENS,1991/11/25,315089,T8720,TW0008720004
Epco Technology,EPCO TECHNOLOGY,TW:EPC,2002/4/26,15447X,T6181,TW0006181001
Episil Technologies,EPISIL TECHS.,TW:EPI,1997/3/10,890249,T5326,TW0005326003
Epitech Technology,EPITECH TECHNOLOGY,TW:SEP,2004/11/24,29715V,T3214,TW0003214003
Epox Computer,EPOX COMPUTER,TW:ECC,1999/11/26,691985,T5414,TW0005414007
Eturbotouch Technology,ETURBOTOUCH TECHNOLOGY,TW:ETU,2010/1/14,68797V,T4913,TW0004913009
Evendata Holding,EVENDATA HOLDING,TW:END,2011/7/28,77505X,T5232,KYG321731096
Ever Fortune,EVER FORTUNE,TW:EFO,1993/8/30,317707,T2518,TW0002518008
Everelite Technology,EVERELITE TECH.,TW:EVL,2001/7/26,14374H,T6110,TW0006110000
Everskill Technology,EVERSKILL TECHNOLOGY,TW:ERT,2003/1/23,26720L,T6232,TW0006232002
Ferrell International,FERRELL INTERNATIONAL,TW:FER,2011/9/22,77684W,T8414,KYG3436T1076
Feya Technologies,FEYA TECHS.,TW:FEY,2001/6/19,266403,T5207,TW0005207005
First Commercial Bank,FIRST COML.BANK,27580Q,2003/9/12,27580Q,NA,TW0002802006
First Commercial Bank,FIRST COML.BK.,311994,1995/9/21,311994,NA,NA
Frontek Technology,FRONTEK TECHNOLOGY,TW:FRT,2002/5/9,15491L,T6178,TW0006178007
Frontier Electronics,FRONTIER ELECTRONICS,30946C,2005/5/6,30946C,NA,TW0008165002
Fubon Commercial Bank,FUBON COMMERCIAL BANK,887862,1996/4/23,887862,T2842,TW0002842002
Fubon Insurance,FUBON INSURANCE,27580N,2003/9/12,27580N,NA,NA
Fubon Securities,FUBON SECURITIES,887558,1996/1/4,887558,T6007,TW0009062851
Getmore Precision,GETMORE PRECISION,TW:GPC,1997/11/13,871573,T5333,TW0005333009
Great Electronics,GREAT ELECTRONICS,TW:GEL,1989/7/3,500094,T8704,TW0008704008
GVC,GVC,TW:GVC,1991/11/25,315090,T2322,TW0002322005
Helix Technology,HELIX TECHNOLOGY,TW:HTI,2000/3/27,280354,T2479,TW0002479003
Hirose Technology,HIROSE TECH,TW:HRT,2008/12/23,54730T,T3616,TW0003616009
Hong Chung,HONG CHUNG,TW:HCH,1994/7/18,140320,T2521,TW0002521002
HTS Technology,HTS TECHNOLOGY,TW:SAT,1996/3/11,865420,T5017,TW0005017008
Hualon-Teijran,HUALON-TEIJRAN,TW:HTE,1987/9/8,756118,T1407,TW0001407005
Huga Optotech,HUGA OPTOTECH,TW:HUG,2004/4/15,31106K,T8199,TW0008199001
Imperial Hotel,IMPERIAL HOTEL,TW:IMP,1989/7/3,777095,T2703,TW0002703006
Information,INFO,TW:CYC,1998/8/13,675609,T2544,TW0002544004
Infopro Group,INFOPRO GROUP,TW:IGI,2000/4/18,280425,T8002,TW0008002007
Initio,INITIO,TW:INO,2008/9/11,54134N,T3635,TW0003635009
Inventec Appliances,INVENTEC APPLIANCES,TW:IAP,2005/10/25,31192L,T3367,TW0003367009
Joyin,JOYIN,TW:JOY,2008/1/9,51620N,T8029,TW0008029000
Kent World,KENT WORLD,TW:KWO,1996/1/4,887879,T5528,TW0005528004
KGI Securities,KGI SECURITIES,TW:CSE,1996/1/4,887869,T6008,TW0006008006
King Textile,KING TEXTILE,TW:KIT,2001/1/10,280840,T8717,TW0008717000
Kingland Construction,KINGLAND CON.,TW:KLC,1997/2/3,887845,T5502,TW0005502009
Kunnan Enterprise,KUNNAN ENTERPRISE,TW:KUN,1989/7/3,777099,T9903,TW0009903005
Kuo Feng,KUO FENG,TW:KFP,1989/7/3,777097,T2334,TW0002334000
Lico Technology,LICO TECHNOLOGY,TW:LTA,2010/10/29,77450U,T3301,TW0003301008
Ligitek Photovoltaic,LIGITEK PHOTOVOLTAIC,TW:LPL,2010/10/29,77451E,T3604,TW0003604005
Lite Vision,LITE VISION,TW:LTV,1999/4/14,691410,T5385,TW0005385009
Lucky Textile,LUCKY TEXTILE,TW:LUC,1989/7/3,777103,T1425,TW0001425007
Lumenmax Optoelectronics,LUMENMAX OPTOELECTRONICS,TW:LMO,2012/2/22,86834J,T5265,TW0005265003
Lumitek,LUMITEK,TW:LCL,2010/9/27,774509,T3575,TW0003575007
Luxon Electrical,LUXON ELECTRICAL,TW:LXE,1998/1/13,675014,T2389,TW0002389004
Luxon Systems,LUXON SYSTEMS,TW:LUX,2000/12/18,297779,T8009,TW0008009002
Luxtaltek,LUXTALTEK,TW:TOU,2007/8/1,36203F,T3517,TW0003517009
M Etel,M ETEL,TW:MEE,2002/1/2,30383U,T3075,TW0003075008
Megamedia,MEGAMEDIA,TW:MMC,1991/6/24,314902,T2318,TW0002318003
Microtest,MICROTEST,TW:MCT,2001/2/21,256844,T8010,TW0008010000
Mitac International,MITAC INTL.,TW:MTC,1990/8/15,530620,T2315,TW0002315009
Moai Electronics,MOAI ELECTRONICS,TW:MOE,2011/9/29,77759Q,T5250,TW0005250005
Mosart Semiconductor,MOSART SEMICONDUCTOR,TW:MSE,2004/5/18,28960K,T8225,TW0008225004
Mstar Semiconductor,MSTAR SEMICONDUCTOR,TW:SEM,2010/12/24,74006V,T3697,KYG6320A1004
National Securities,NATIONAL SECS.,TW:NSC,1996/1/4,887864,T6001,TW0006001001
Neotech Photoelectric,NEOTECH PHOTOELECTRIC,TW:NPE,2008/1/25,51616F,T3606,TW0003606000
New Asia,NEW ASIA,TW:NEA,1989/7/3,772061,T1607,TW0009568113
NTS Steel Group,NTS STEEL GROUP,28132L,2003/11/21,28132L,NA,NA
Octekconn,OCTEKCONN,TW:OIC,2009/12/23,77451R,T4914,TW0004914007
Optodisc Technology,OPTODISC TECHNOLOGY,TW:OOI,2004/7/30,29077K,T3142,TW0003142006
Optoma,OPTOMA,TW:OTM,2007/7/11,50953D,T3565,TW0003565008
Ornatube Enterprise,ORNATUBE ENTERPRISE,TW:OTE,1990/5/17,530629,T2011,TW0002011004
Pacco Technology,PACCO TECHNOLOGY,TW:CDC,1996/1/4,887844,T5501,TW0005501001
Phoenixtec Power,PHOENIXTEC POWER,TW:PHP,1992/11/23,316327,T2411,TW0002411006
Picvue Electronics,PICVUE ELECTRONICS,TW:PIC,1989/7/3,503507,T2333,TW0002333002
Polaris Securities,POLARIS SECS.,TW:PSC,1996/3/27,887872,T2854,TW0002854007
Potrans Electric,POTRANS ELECTRIC,TW:PEC,1997/9/4,896162,T2378,TW0002378007
Powerase Technology,POWERASE TECHNOLOGY,TW:PRX,2010/6/18,70751X,T3620,TW0003620001
Powerchip Technology,POWERCHIP TECHNOLOGY,TW:PPS,1998/3/23,675290,T5346,TW0005346001
Primax Electronics,PRIMAX ELECTRONICS,TW:PXE,1995/1/12,140903,T2336,TW0002336005
Printed Wire,PRINTED WIRE,TW:PRW,1998/12/30,675932,T2435,TW0002435005
Procomp Informatics,PROCOMP INFORMATICS,TW:PIL,1999/12/20,280106,T2398,TW0002398005
Prodisc Technology,PRODISC TECHNOLOGY,TW:PTI,1998/5/8,675408,T2396,TW0002396009
Progate Group,PROGATE GROUP,TW:PGC,2004/7/14,31193J,T8227,TW0008227000
Promd Biotechnology,PROMD BIOTECH,TW:PRB,2007/11/9,51437T,T4731,TW0004731005
Promos Technologies,PROMOS TECHS.,TW:PRT,1999/5/13,691505,T5387,TW0005387005
Protop Technology,PROTOP TECHNOLOGY,TW:PON,1994/2/22,362098,T2410,TW0002410008
Proware Technology,PROWARE TECHNOLOGY,TW:PWE,2006/12/28,41530X,T3396,TW0003396008
Puretek Industrial,PURETEK INDL.,TW:PUR,2000/6/30,280989,T5442,TW0005442008
Quanta Display,QUANTA DISPLAY,TW:QDI,2002/8/28,26154H,T3012,TW0003012001
Quietek,QUIETEK,TW:QUC,2004/8/30,30866V,T3361,TW0003361002
Ralink Technology,RALINK TECHNOLOGY,TW:RLK,2008/4/8,41590R,T3534,TW0003534004
Rexchip Electronics,REXCHIP ELECTRONICS,TW:RXP,2010/4/20,69713E,T4932,TW0004932009
Roc Venture,ROC VENTURE,TW:ROC,1996/1/5,865286,NA,NA
Saho,SAHO,TW:SAH,2000/9/28,297034,T8007,TW0008007006
Sainfoin Technology,SAINFOIN TECHNOLOGY,TW:ACZ,2000/6/22,280957,T2407,TW0002407004
Sampo Technology,SAMPO TECHNOLOGY,TW:SMO,2002/1/25,15139L,T6137,TW0006137003
Scientrade Entreprise,SCIENTRADE ENTRE.,TW:SCI,1996/10/30,887884,T8907,TW0008907007
Silicon Application,SILICON APLC.,TW:SIA,1999/10/21,691857,T2470,TW0002470002
Siliconware,SILICONWARE,TW:SCN,1998/3/25,675286,T5343,TW0005343008
Silitek,SILITEK,TW:SIL,1989/7/3,500080,T2310,TW0002310000
Sitron Precision,SITRON PRECISION,TW:STP,1997/10/30,871184,T5332,TW0005332001
Smarteam,SMARTEAM,TW:SMC,2000/12/21,255185,T5204,TW0005204002
Spirox Systems,SPIROX SYSTEMS,TW:SRX,2002/1/8,14915Q,T5208,TW0005208003
Springsoft,SPRINGSOFT,TW:SPI,1999/10/15,691843,T2473,TW0002473006
Stack Devices,STACK DEVICES,TW:STD,2009/12/31,68840K,T3613,TW0003613006
Sun Splendor,SUN SPLENDOR,TW:SSC,1995/10/30,865167,T8725,TW0008725003
Supa Technology,SUPA TECHNOLOGY,TW:SPG,2008/9/10,54134T,T3634,TW0003634002
System General,SYSTEM GENERAL,TW:SGC,2004/12/28,29904Q,T6280,TW0006280001
Ta NUN,TA NUN,TW:TAN,1989/7/3,777133,T1706,NA
Ta NUN Full,TA NUN FULL,314873,1991/5/30,314873,TW1706E,NA
