issuer,Idate,Fdate,ISIN,ticker,SIC
Hua Lien Intl(Hldg) Co Ltd,2000/1/18,2000/1/18,,969,3131
Beijing Capital Intl Airport,2000/1/27,2000/1/12,,694,4581
PNF Food Holdings Ltd,2000/1/27,2000/1/27,BMG7146H1218,702,2046
Ocean Shores Group Ltd,2000/2/10,2000/1/27,,764,7812
Carry Wealth Holdings Ltd,2000/2/29,2000/2/29,,643,2253
Decca Holdings Ltd,2000/3/7,2000/2/29,BMG2698C1091,997,2511
SUNDAY Communications Ltd,2000/3/10,2000/3/10,,866,4812
Skyworth Digital Holdings Ltd,2000/3/24,2000/3/24,,751,3651
E Bon Holdings Ltd,2000/3/28,2000/3/28,,599,5251
Fujikon Industrial Holdings,2000/3/29,2000/3/29,,927,3651
Zida Computer Technologies Ltd,2000/6/15,2000/5/29,BMG9892E1049,859,3571
Millennium Sense Holdings Ltd,2000/6/22,2000/6/22,,724,3999
Excel Tech Intl Hldgs Ltd,2000/6/26,2000/6/19,BMG323621083,8048,7372
Henderson Cyber Ltd,2000/7/8,2000/6/30,,8023,4813
Shanxi Central Pharm Int Ltd,2000/7/21,2000/7/14,,327,2834
Beijing Beida Jade Bird Co Ltd,2000/7/26,2000/7/24,,8095,7372
Far East Pharm Tech Co Ltd,2000/8/22,2000/8/11,,399,2834
Vantage Intl(Hldgs)Ltd,2000/9/5,2000/8/29,BMG932121012,15,1522
I-Wood International Hldg Ltd,2000/10/10,2000/10/10,,162,2599
Tong Ren Tang Tech Co Ltd,2000/10/30,2000/10/25,CN0005886956,1666,2834
China Specialised Fibre,2000/11/3,2000/10/5,BMG441701015,285,2824
U-RIGHT Intl Hldg Ltd,2000/11/8,2000/10/30,BMG9298R1051,627,2326
Mainland Headwear Hldg Ltd,2000/11/28,2000/11/28,BMG5754W1091,1100,2253
Tongda Group Holdings Ltd,2000/12/12,2000/12/12,,698,3444
World Trade Bun Kee Ltd,2000/12/12,2000/12/12,BMG977531000,380,5085
Global Green Tech Group Ltd,2000/12/13,2000/12/5,KYG392291020,274,5122
Sino Golf Holdings Ltd,2000/12/15,2000/12/11,BMG816821091,361,5091
Jiangsu Expressway Co Ltd,2000/12/20,2000/12/20,,177,4785
Guangzhou Pharm Co Ltd,2000/12/29,2000/9/4,,874,2834
Wealthmark Intl(Hldgs)Ltd,2001/1/4,2001/1/4,,39,3171
Kiu Hung Intl Hldgs Ltd,2001/1/9,2001/1/9,,381,3942
Convenience Retail Asia Ltd,2001/1/13,2001/1/8,,8052,5399
TravelSky Technology Ltd,2001/2/1,2000/11/18,CN0006030588,696,7376
Kingdee Intl Software Grp Co,2001/2/9,2001/2/2,KYG525681055,268,7372
CNOOC Ltd,2001/2/22,1999/9/22,HK0883009984,883,1311
Global Bio-chem Tech Grp Co,2001/3/7,2001/3/7,KYG3919S1057,809,5441
Gold Wo Intl Hldg Ltd,2001/4/9,2001/3/30,BMG3976V1081,90,3089
Luen Tai Group Ltd,2001/4/9,2001/3/30,BMG5696U1045,346,2851
Yew Sang Hong Holdings Ltd,2001/4/11,2001/4/11,KYG9842H1083,290,8711
Golden Dragon Group(Hldgs)Ltd,2001/5/7,2001/4/7,,329,2834
Q9 Technology Holdings Ltd,2001/5/10,2001/5/10,KYG7303D1034,8129,7372
Sinotronics Holdings Ltd,2001/5/16,2001/5/15,,1195,3672
Digital China Holdings Ltd,2001/6/1,2001/5/29,BMG2759B1072,861,5045
Datronix Holdings Ltd,2001/6/12,2001/6/12,,889,3679
Forefront Intl Hldg Ltd,2001/6/29,2001/6/29,,885,5599
Goldigit Atom-Tech Hldg Ltd,2001/7/5,2001/6/29,,2362,2879
China Petroleum & Chem Corp,2001/7/12,2001/3/31,,386,1381
Jackley Holdings Ltd,2001/7/23,2001/7/16,,353,2273
Argos Enterprise(Holdings)Ltd,2001/7/31,2001/7/31,,8022,4111
Tak Shun Technology Group Ltd,2001/9/6,2001/9/6,,1228,5044
Mandarin Ent(Hldgs)Ltd,2001/9/6,2001/8/30,,9,7812
Kamboat Group Co Ltd,2001/9/25,2001/9/25,,318,5812
Artel Solutions Grp Hldg Ltd,2001/10/22,2001/9/15,,931,5045
Universal Tech Hldg Ltd,2001/10/22,2001/10/19,,1026,7375
New Spring Hldg Ltd,2001/10/30,2001/10/30,,690,2671
HKC International Holdings Ltd,2001/11/6,2001/10/30,,248,7629
Zhejiang Glass Co Ltd,2001/11/23,2001/11/17,CN0008117516,739,3211
Pak Tak International Ltd,2001/11/23,2001/11/23,,2668,2253
Heng Tai Consumable Grp Ltd,2001/11/28,2001/11/22,,197,5142
Yue Da Holdings Ltd,2001/11/28,2001/11/19,,629,1031
INN International Ltd,2001/11/29,2001/11/29,,N/A,7373
Mudan Automobile Shares Co Ltd,2001/12/4,2001/12/4,,8188,5012
Wanasports Holdings Ltd,2001/12/10,2001/12/4,,8020,5699
Clear Media Ltd,2001/12/14,2001/11/10,,100,7312
Jiangxi Copper Co Ltd,2001/12/19,2001/12/19,,358,1021
Shenzhen Expressway Co Ltd,2001/12/20,2000/11/13,,548,4785
Golden Meditech Holdings Ltd,2001/12/26,2001/12/19,,801,3841
